id,created,updated,title,content,tags,product,topic,locale,answers,creator
1517079,2025-06-14 19:31:54 -0700,2025-06-17 00:19:41 -0700,"non mi arriva la posta, ma sono sicura che mi dovrebbero arrivare delle email, perchè su gmail le ho","<p>da un paio di giorni Thunderbird non mi scarica la posta in arrivo, e non mi mette la posta eliminata nel cestino. Riesco a spedire le email, ma non me le salva. </p><p>Sono sicura che ho nuove email in arrivo, perchè su gmail ci sono. </p><p>Ho il mac. </p>",thunderbird;send-and-receive-email;,thunderbird,send-and-receive-email,it,1742009;1742372;1742392;1742421;1742583;,elenabagnoli
1517090,2025-06-14 23:30:12 -0700,2025-06-14 23:30:12 -0700,"Hei, miksi  mozilla thunderbird ilmoittaa minulle, että saapuvan postin palvelin on jo käytössä, kun yritän importata tiliä","<p>Siis miksi  mozilla thunderbird ilmoittaa minulle, että saapuvan postin palvelin on jo käytössä, kun yritän importata uutta tiliä.  MItä pitäisi tehdä, jotta saan tämän toisen tiin luotua thunderbirdiintilin. </p>",thunderbird;accounts;,thunderbird,accounts,fi,"",posti3
1517094,2025-06-15 00:57:18 -0700,2025-06-16 05:25:53 -0700,Email problems,"<p>Hello, 1.  This is Sheila Herman again.  I'm having problems with my <em>other</em> computer.  I have two accounts:  Harry's ([email removed]@twc.com) and mine ([email removed]@twc.com).  When I tried to send an email, this message pops up:  <strong>Login to server <a href=""http://mail.twc.com"" rel=""nofollow"">mail.twc.com</a> with username [email removed]@twc.com failed</strong>, and I can't receive messages too! 2.  There is only 1 Outgoing Server (SMTP) at the bottom of the left pane, and should there be 2? I would be grateful if someone could help me solve this annoying problem. Thank you so much and I look forward to hearing from you. Best regards, Sheila </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1742111;1742145;1742249;1742356;,swherman
1517105,2025-06-15 02:35:05 -0700,2025-06-15 09:33:41 -0700,this  getting crazy,<p>I used to love Thunderbird but now  i am having problems with it why is it doing this please  i do not wan to remove it forever  but this happening why every inbox message has my  name as sender and receiver  ii m so confused   and has a yellow line underneath    i need to have someone help me please  i am begging please explain  idid use  cccleaner an      glary and aftet this is what  i got   not sure   i can un do it </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1742108;,mdm54
1517107,2025-06-15 02:43:03 -0700,2025-06-15 09:32:31 -0700,Why no  why this,<p>why is this happening   what is wrong please  i used to lie Thunderbird but now  i am not sure  why this is-happening  have  uninstall reinstalled went to   just answers  or help they could not have sent multiple helps to  this  site   i need to know  why this is happening will get to the point where i  will from  today on  leave Thunderbird  i can not take this any more PLEASE HELP why the yellow line   i did run     ccleaner and  glary  i can go back  on Glary but not on  ccclener so now what </p>,thunderbird;performance-and-connectivity;,thunderbird,performance-and-connectivity,en-US,1742107;,mdm54
1517108,2025-06-15 02:56:18 -0700,2025-06-16 06:25:21 -0700,"""Verdwenen"" submap","<p>Er verdween een submap uit mijn account doch ik vind deze terug in mijn profielmap onder ""mappen.sbd"" in <a href=""http://imap.telenet-1.be"" rel=""nofollow"">imap.telenet-1.be</a>. Hoe krijg ik deze terug zichtbaar in mijn email account? </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,nl,1742288;1742314;1742369;,danyver
1517113,2025-06-15 03:35:39 -0700,2025-06-15 07:32:51 -0700,Thunderbird 128.11.1esr suddenly stopped displaying emails in the inboxes. Works in Troubleshoot Mode. Problem has occured again,"<p>I thought this problem was resolved last month. Today, all my historic emails have disappeared but are visible in safe/troubleshoot mode. </p><p>I have done the following: </p><p>1) Disabled all extensions.  2)Themes are set to default. 3) force updates through Help - ""About"" . </p><p>It seems that all new emails are being shown in TB but all historic ones have diappeared except for in safe mode. </p><p><br> Please could someon help. Thank you so much </p>",thunderbird;settings;,thunderbird,settings,en-US,1742075;1742090;,jj.7
1517131,2025-06-15 05:54:18 -0700,2025-06-15 05:54:18 -0700,Starting LibreOffice,<p>Question – When I startup LibreOffice in the morning I initially get the following screen  (See attached).  I select the application/file I want to open  and I am off and running.  How do I get back to this screen to open another application/file?  I like the graphical interface.  I understand I can open another application/file from the “File/Open” menu but I really like this  graphical presentation when selecting my next file to open. </p>,thunderbird;accessibility;,thunderbird,accessibility,en-US,"",rmosco77
1517136,2025-06-15 06:42:10 -0700,2025-06-15 06:42:10 -0700,thunderbird stopped downloading new messages,<p>Thunderbird timesout and fails to download new messages. Tried remedies suggested on forums. None corrected the problem. </p>,thunderbird;performance-and-connectivity;,thunderbird,performance-and-connectivity,en-US,"",mail1780
1517158,2025-06-15 09:39:49 -0700,2025-06-15 11:23:48 -0700,Export Data,"<p>I'm trying to figure out a way to export the contents of a folder to a spreadsheet, line for line, with the data fields contained in that folder view (See image).  Any idea how to do this?  I was able to do this in the past with programs like Lotus Notes, etc. but I cant figure out how to do it in T-bird.  Thanks </p>",thunderbird;import-and-export-email;,thunderbird,import-and-export-email,en-US,1742144;,kurt.biedlingmaier
1517161,2025-06-15 10:07:51 -0700,2025-06-15 11:20:15 -0700,Spelling,"<p>The new Thunderbird does not highlights misspelled words when I check spelling, so I do not know where in the text the misspelled word is. </p>",thunderbird;settings;,thunderbird,settings,en-US,1742142;,AT221148
1517166,2025-06-15 10:37:48 -0700,2025-06-15 10:41:22 -0700,"Attn:Admin Not receving some emails in IN box, but sender says they are marked as read",<p>Hi-  Some emails just don't show up in my inbox-I can get those emails on my phone (applemail) or webmail but not in my thunderbird on my mac. They do not show up in junk or trash. it is like they never existed. How do I fix this? Thanks </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",joesgrille
