id,created,updated,title,content,tags,product,topic,locale,answers,creator
1493773,2025-02-16 16:40:49 -0800,2025-02-16 16:43:39 -0800,Sending new email,<p><strong>bold text</strong>In Mozilla Thunderbird when I open to send a new email there is already text in the field how do I change that </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1712641;,bigsamboy.7
1493774,2025-02-16 16:45:08 -0800,2025-02-16 21:50:50 -0800,Messages & SubFolders missing after attempted move of TB to another PC.,"<p>I tried to move the Profile(s) from my old Win 10 PC to a new Win 11 PC... Did not go well.  I have all primary folders showing, but over half do not display messages even though properties show there is varied amounts of data in the folders.  Nearly ALL Sub Folders do Not display even though the .sbd folders show up in the profiles. I have search your files for methods to recover messages, display folders, transfer files, raise the dead and after life experiences.  Nothing seems to work.  I have gone into the 'file' portion of the folders list, not .MSF File, with NotePad and can see email data.  I am at the point of trying to find a way to move this data over into TB messages, but not sure how to go about that.   I am seeing the same thing on both computers Win10 and Win11 as described above - the folders that show data seem to be the first 10 or so and then nothing after that.  I can only think I cut the first transfer attempt short before every thing was moved.. No idea really what is happening. If I have a new message I want to save to one of the Main Folders, that do not show messages, I can see the data count increase, but the newly moved message does not show up in the Folder I moved it to.  If I make a new Sub Folder under the Main Folder, and move the new message to it... it shows up and the sub Folder shows up like it should.  I need some guidance on how to recover the messages because some of them are important.. I would like to get them right on the Win10 machine, then I could go and do the same correction to the Win11 PC... Thanks in Advance for your help. HughS.  netycynergy@gmail.com </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1712665;,netcynergy
1493781,2025-02-16 17:53:41 -0800,2025-02-16 20:46:02 -0800,"Email server, cannot use Thunderbird with my TWC email",<p>I have been using Thunderbird with my twc email account for years. Suddenly it stopped working. It will not connect to the server. I tried many things and now I wonder if I messed up some of the settings. Can you please help me and tell me with the incoming and outgoing server settings should be?  Or any other way I can get this working again? </p><p>Thank you! </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1712660;,weluvtwins
1493785,2025-02-16 18:06:21 -0800,2025-02-16 18:06:21 -0800,"I keep some active mails ""open""  in Thunderbird and they ALL recently disappeared.  I don't enjoy having others re-think how I have set up my e-mail to Operate.  Am I back to Outlook.",<p>Put my messages in Thunderbird back in the folders or on the desktop as I had them. </p>,thunderbird;accessibility;,thunderbird,accessibility,en-US,"",redwards448
1493802,2025-02-16 20:27:28 -0800,2025-02-17 02:18:53 -0800,Thunderbird Updated and Windows are Gone,"<p>I'm running Thunderbird on Mac OS 15.3. I have two POP accounts in Thunderbird; the configuration has been stable for years. This evening, I went to add a new account, and Thunderbird seemed to have decided to update itself, including flipping me over to Chrome where it opened a page about Supernova. </p><p>Thunderbird relaunched and came up with an empty ""Chat"" window. My usual mail window is gone -- and I can't get it back. I can't get an ""About Thunderbird"" window to open. </p><p>I actually can't figure out what happened. My mail appears to be gone. My accounts seem to be gone. I can't open Settings, I can't open Account Settings. </p><p>Wait, the mail accounts seem to still exist -- I can tell Thunderbird to check mail, and the POP server shows the checks happening -- but if I send mail to myself, nothing opens. Also, all of the Layout menu options are greyed out. </p><p>Help?&nbsp;:-) </p><p>Thanks, Vince </p>",thunderbird;installation-and-updates;,thunderbird,installation-and-updates,en-US,1712659;1712674;1712677;1712683;1712685;1712689;1712693;1712695;,GSD-dad
1493804,2025-02-16 21:03:18 -0800,2025-02-16 22:56:05 -0800,Connect to email provider,<p>My email provider is exetel. I am unable to configure Thunderbird correctly to send emails out. They come in fine. </p>,thunderbird;settings;,thunderbird,settings,en-US,1712672;,nic17
1493809,2025-02-16 22:21:01 -0800,2025-02-16 22:21:01 -0800,Can I add Thunderbird to startup so it starts upon computer boot-up?,"<p>Hello! And THANK YOU!! As you can gather from the subject line, I want to know if Thunderbird can be loaded automatically upon booting my computer? </p><p>My OS is Linux Mint 22.1 Cinnamon, Cinnamon Ver. 6.4.6 Thunderbird-Nebula 128.7, 64Bit for Linux Mint-001 - 1.0 </p><p>I also have a master password enabled on my TB installation.  </p><p>If not, maybe it could be added to a future release:) </p><p>Thanks again, MA </p>",thunderbird;passwords-and-sign-in;,thunderbird,passwords-and-sign-in,en-US,"",Greylag
1493813,2025-02-16 22:42:40 -0800,2025-02-16 22:42:40 -0800,how can I reject junk mail ?,<p>'<em><strong>bold text'</strong></em> do not accept junk mail for my inbox </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",6wrmgf6mb5
1493814,2025-02-16 22:49:59 -0800,2025-02-16 22:49:59 -0800,"Retention policy, higherarchy, propagation to sub-folders","<p>Hello, I would like to know how the retention policy effects sub-folders. Does the Retention Policy (RP) propagate down to sub-folders? </p><p>Example: I create a folder in my EM account, call it folder1. I go into the RP tab and un-check the use global settings and choose never delete EM's. I then create folder2 as a sub-folder of folder1 and create a RP, un-check use global settings and select delete EM's older than ""x"" days. </p><p>Will folder1's RP take president over folder2's RP and never delete EM's or will folder2's RP override folder1's RP and delete EM's older than ""x"" days according to folder2's RP? </p><p>My OS is Linux Mint 22.1 Cinnamon, Cinnamon Ver. 6.4.6 Thunderbird-Nebula 128.7, 64Bit for Linux Mint-001 - 1.0 </p><p>Thank you, MA </p>",thunderbird;settings;,thunderbird,settings,en-US,"",Greylag
1493821,2025-02-16 23:56:55 -0800,2025-02-17 00:10:37 -0800,Aplikacja ios,<p>Dzień dobry. Czy istnieje aplikacja na iPhone’a? </p>,thunderbird;installation-and-updates;,thunderbird,installation-and-updates,en-US,1712680;,5s8smzgm48
