id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1728051,1507942,2025-04-24 18:22:11 -0700,2025-04-24 18:22:11 -0700,<p>do you see any error messages? </p>,MattAuSupport,false,0,0
1728117,1507958,2025-04-25 06:29:15 -0700,2025-04-25 06:29:15 -0700,"<p>This does not appear related to Thunderbird, or am I missing something? </p>",davidsk,false,0,0
1728136,1507958,2025-04-25 08:17:14 -0700,2025-04-25 08:17:14 -0700,<p>It's  Thunderbird on Mac OS. </p>,ekasky,false,0,0
1728146,1507958,2025-04-25 08:38:25 -0700,2025-04-25 08:38:25 -0700,<p>Thanks. I'm not familiar with Macs and think of IOs as relating to iphones. Try view&gt;messagebodyas&gt; original HTML </p>,davidsk,false,0,0
1728909,1507965,2025-04-29 01:11:58 -0700,2025-04-29 01:11:58 -0700,"<p>Kedves István! </p><p>Nem tudok ilyesmiről, de még angolul sem. Szerintem ez amúgy sem a Thunderbird dolga lenne, hanem valamilyen általános (operációsrendszer-szintű) külső szolgáltatásé. </p><p>Üdv, Balázs </p>",meskobalazs,false,0,0
1728102,1507968,2025-04-25 04:20:26 -0700,2025-04-25 04:20:26 -0700,"<p>Thunderbird 102 is no longer supported it is so old,  and here you are asking about something that was introduced in V91. <a href=""https://www.thunderbird.net/en-GB/thunderbird/91.0/whatsnew/"" rel=""nofollow"">https://www.thunderbird.net/en-GB/thunderbird/91.0/whatsnew/</a> </p><p>I do not have access to such an old version to give you direct instructions,  so I will hope that the ancient version you have is sufficiently like the current version that you can find the helper applications in settings to change your preferred helper application for PDF files. </p><p>The following image is what it looks like in version 1280  You of course will be selecting the PDF entry not the ZIP entry like I was in this image. <img src=""https://assets-prod.sumo.prod.webservices.mozgcp.net/media/uploads/images/2025-04-25-04-17-14-ae3c91.png""> </p>",MattAuSupport,false,0,0
1728111,1507968,2025-04-25 05:10:56 -0700,2025-04-25 05:10:56 -0700,"<p>Thanks, Matt, for your help with my question.  I've now found the Files &amp; Attachments section in v102 -- one of the options for PDF files is Use Adobe Acrobat (default) and that must have been ticked (by default) in earlier versions from 91.  Tbird, in its wisdom, changed that in my copy of ver 102, and I have now changed it back to the Adobe option as above. </p><p>While I'm grateful that you identified the settings element that I wanted, I was very surprised that, particularly as you are a Moderator, you chose to use such pejorative language answering my question.  There are many Tbird users who, for good reasons (usually associated with add-ons that are not available in later versions), use an older version.  I do hope you will treat future enquiries from users of older versions with a little more understanding and kindness. </p>",Lindsay13Graham,false,0,0
1728105,1507990,2025-04-25 05:00:32 -0700,2025-04-25 05:00:32 -0700,"<p>You need to provide some details on this, such as domain name, incoming and outgoing server settings (preferably screenshots) and full content of any error messages, plus any information on the situation. Thank you. </p>",davidsk,false,0,0
1728250,1507991,2025-04-25 22:02:04 -0700,2025-04-25 22:02:04 -0700,"<p>A fix for what?   </p><p>Perhaps you have signed up for something you do not completely understand.  But there is no issue at all or conflict as far as I can see.  Thunderbird will download mail from the server with or without a tag that suggests it might be risky or not.  The Norton website works with server websites,  nothing else (and only some of those) then adds tags to emails depending on what it thinks. </p>",MattAuSupport,false,0,0
1728118,1507992,2025-04-25 06:55:46 -0700,2025-04-25 06:55:46 -0700,<p>Account IMAP o POP3? </p>,@next,false,0,0
1728543,1507997,2025-04-26 22:33:43 -0700,2025-04-26 22:33:43 -0700,"<p>I would check that javascript setting in the Thunderbird <a href=""/en-US/kb/config-editor"" rel=""nofollow"">Config Editor</a> again to be sure.  All sorts of security software helpfully disables it. </p><p>See <a href=""https://support.mozilla.org/en-US/kb/automatic-conversion-google-mail-accounts-oauth20"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/automatic-conversion-google-mail-accounts-oauth20</a> This article is a bit dated, but the settings for gmail and cookies and settings are as valid now as they were in 2022 when I originally wrote it. </p>",MattAuSupport,false,0,0
1728634,1507997,2025-04-27 11:58:58 -0700,2025-04-27 11:58:58 -0700,"<p>Hi Matt, </p><p>thanks for your answer. I already knew this article. There seems anything correct in the thunderbird config editor to me (see attached screen shot). Another point seems suspicious to me: The article recomends a version higher than 91.8.0 and my thunderbird is version 38.5.0 but tells me ""up to date"" when I click on ""help, about thunderbird"". </p><p>Is there a new version available and can I savely change to it whithout loosing all my mail-configs? </p><p>Kind Regard Stefan </p>",stefan.holzreiter,false,0,0
1728938,1507997,2025-04-29 05:49:42 -0700,2025-04-29 05:49:42 -0700,<p>After installing version 137.0.2 the connection to gmail is solved but I am missing my address-books. Even when opening the file abook.mab with a text-editor there are only a small part of my mail-groups. </p><p>Regards Stefan </p>,stefan.holzreiter,false,0,0
1729153,1507997,2025-04-30 01:38:49 -0700,2025-04-30 01:38:49 -0700,<p>Thunderbird 38 is out of support and will not work with Google. ipso facto you need to upgrade to use Google. </p><p>But you should not have gone straight from V38 to V137  you loo of address books and probably the ability to save new passwords is expected using the approach you have used.  In the interim.  MAB ceased to be the address book file format.  Although if you copy any MAB files in your profile to another folder and use the import menu you may get the MAB files imported in the new SQLite format if they are not already present. </p>,MattAuSupport,false,0,0
1729180,1507997,2025-04-30 04:58:24 -0700,2025-04-30 04:58:24 -0700,"<p>Hi Matt, </p><p>this was a good hint. I found three *.mab-files in my profile and one of them (impab.mab) included most of the stuff I was searching for. </p><p>Thanks a lot Stefan </p>",stefan.holzreiter,false,0,0
1728106,1507998,2025-04-25 05:02:53 -0700,2025-04-25 05:02:53 -0700,"<p>Bedoelt u uw hoofdwachtwoord? Thunderbird kent zelf geen accounts; Mozilla wel, en uiteraard de e-mailaccounts die u in Thunderbird gebruikt. Welke bedoelt u precies? </p>",markh2,false,0,0
1728109,1507998,2025-04-25 05:04:46 -0700,2025-04-25 05:04:46 -0700,<p>mijn mozilla account wachtwoord </p>,k.kapteyn,false,0,0
1728110,1507998,2025-04-25 05:08:02 -0700,2025-04-25 05:08:02 -0700,"<p>In dat geval is het niet direct Thunderbird-gerelateerd. Informatie over het opnieuw instellen van uw wachtwoord vindt u in: </p> <ul><li><a href=""/nl/kb/wachtwoord-mozilla-account-wijzigen-herinitialiseren"" rel=""nofollow"">Het wachtwoord van uw Mozilla-account wijzigen of herinitialiseren</a> </li><li><a href=""/nl/kb/Het-wachtwoord-van-uw-Firefox-account-opnieuw-instellen-herstelsleutels"" rel=""nofollow"">Het wachtwoord van uw Mozilla-account opnieuw instellen met herstelsleutels</a> </li></ul> <p>Hopelijk is dit voldoende om vooruit te kunnen! </p>",markh2,false,0,0
1728113,1507998,2025-04-25 05:21:22 -0700,2025-04-25 05:21:22 -0700,"<p>het wachtwoord kan ik niet wijzigen want ik weet mijn oorspronkelijke wachtwoord niet meer. ik heb dus wel toegang tot mijn account , maar een  andere  email provider vraagt om mijn accountwachtwoord. kan ik dus zonder problemen met herstelsleutels het wachtwoord opnieuw instellen&nbsp;? </p>",k.kapteyn,false,0,0
1728152,1507998,2025-04-25 08:45:51 -0700,2025-04-25 08:45:51 -0700,"<p>Even voor de zekerheid: het gaat om uw account op <a href=""https://accounts.firefox.com?"" rel=""nofollow"">https://accounts.firefox.com?</a> Of betreft het toch een wachtwoord van een e-mailaccount? </p>",markh2,false,0,0
1728555,1508001,2025-04-27 02:13:58 -0700,2025-04-27 02:13:58 -0700,"<p>Thunderbird always opens links in the default browser. I'd not mess with about:config prefs where you don't understand what they do. I think your best bet is to copy the URL, and paste it into the desired browser. </p>",christ1,false,0,0
1728694,1508001,2025-04-27 23:03:55 -0700,2025-04-27 23:03:55 -0700,"<p>I think I understand what those prefs do. They did work before. What I don't understand is why they don't work now. I open links from mails a lot. Having to copy the URL and past it in the browser makes me consider switching to another email client, obviously. </p>",tarpanEN,false,1,0
1728125,1508007,2025-04-25 07:31:55 -0700,2025-04-25 07:31:55 -0700,"<p>Een soortgelijke vraag hebben we eerder gehad, <a href=""https://support.mozilla.org/nl/questions/1500011"" rel=""nofollow"">https://support.mozilla.org/nl/questions/1500011</a>. Wellicht zit daar voor u ook een oplossing in. </p>",Mozilla-assistent,false,0,0
1728133,1508016,2025-04-25 08:00:48 -0700,2025-04-25 08:00:48 -0700,"<p>I suggest highlighting the folder, rightclick, and select 'compact' </p>",davidsk,false,1,0
1728541,1508018,2025-04-26 22:19:22 -0700,2025-04-26 22:19:22 -0700,"<p>I started writing a Thunderbird related reply here and deleted it,  before looking to Thunderbird I suggest you verify that the font you have installed in the operating system is a unicode font.  That question mark usually appears when the font does not have a character for item listed. </p><p>I think segoe ui is the default in Windows.  So check that is displaying and is not damaged. </p>",MattAuSupport,false,0,0
1728561,1508018,2025-04-27 02:35:16 -0700,2025-04-27 02:35:16 -0700,<p>Hello there </p><p>Some e-mails are badly formed. This can happen if the program that sends the e-mail has a bug or is badly written. </p>,Googlethunderbird.,false,0,0
1728134,1508025,2025-04-25 08:06:22 -0700,2025-04-25 08:06:22 -0700,"<p>By 'incorporate', you are asking if you can move the messages from zimbra to gmail, yes you can.   A possible approach: - using the addon, importexporttools, do this - highlight the desize zimbra folder - righclick and select importexportoption o export as EML files  - when done, highlight the desired gmail folder and select the importexport option to import EML files </p>",davidsk,false,0,0
1728139,1508025,2025-04-25 08:19:34 -0700,2025-04-25 08:19:34 -0700,"<p>Thank you very much for your prompt and informative response.  Yes, I do mean move my messages.  Can you please tell me here I can find the ""importexporttools"" add-on. </p>",dforrest,false,0,0
1728154,1508025,2025-04-25 09:05:37 -0700,2025-04-25 09:05:37 -0700,"<p>- click the hamburger menu in upper right - click addons - in the searchbox, enter importexport  and install the addon - then, follow steps in earlier response </p>",davidsk,false,0,0
1728156,1508025,2025-04-25 09:20:18 -0700,2025-04-25 09:20:18 -0700,"<p>Thanks again.  I see the add-on is already there but it is noted as ""disabled"". </p>",dforrest,false,0,0
1728174,1508025,2025-04-25 11:38:20 -0700,2025-04-25 11:38:20 -0700,"<p>See if you can click the button on the right to enable. If there appears a message that it is incompatible, that would indicate you need to update it. There is a gear wheel on the addons page and if you click there, one of the options is to check for upgrades. </p>",davidsk,false,0,0
1728175,1508025,2025-04-25 11:59:02 -0700,2025-04-25 11:59:02 -0700,"<p>I now have version 14.1.8 pf ""ImportExportTools NG"" enabled and ""ImportExportTools"" disabled.  Is this correct? </p>",dforrest,false,0,0
1728180,1508025,2025-04-25 13:05:56 -0700,2025-04-25 13:05:56 -0700,<p>The NG is the current version. the other can be removed. I had forgotten that.&nbsp;:) </p>,davidsk,false,0,0
1728137,1508029,2025-04-25 08:18:14 -0700,2025-04-25 08:18:14 -0700,"<p>- click view&gt;layout&gt;message list header - then, click the icon to the right of the quickfilter box and tick 'table view' </p>",davidsk,false,0,0
1728140,1508029,2025-04-25 08:20:24 -0700,2025-04-25 08:20:24 -0700,<p>Yeah..working now... Thanks. </p>,h530251,false,0,0
1728149,1508030,2025-04-25 08:43:49 -0700,2025-04-25 08:43:49 -0700,"<p>Please clarify, as your problem isn't clear. Thank you. </p>",davidsk,false,0,0
1728535,1508031,2025-04-26 21:04:13 -0700,2025-04-26 21:04:13 -0700,<p>I have very little idea what you are talking about.  Like I have no idea what openssl verify is. </p><p>What I do know is you use your own s/mime certificate to encrypt mail not the recipients.  Having their public certificate only allows you to decrypt encrypted mail they sent you.  Do you have an s/mime certificate installed to use to encrypt the email? (That is not a PGP certificate. They are different again.) Have you send your prospective recipient an S/mime signed email so they have your certificate to decrypt the mail you send. </p>,MattAuSupport,false,0,1
