id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1761085,1532929,2025-08-31 18:27:29 -0700,2025-08-31 18:27:29 -0700,"<p><a href=""https://addons.thunderbird.net/en-us/thunderbird/addon/auto-profile-picture/"" rel=""nofollow"">https://addons.thunderbird.net/en-us/thunderbird/addon/auto-profile-picture/</a> </p><p><a href=""https://support.mozilla.org/en-US/kb/installing-addon-thunderbird"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/installing-addon-thunderbird</a> </p>",sfhowes,false,1,0
1761294,1532929,2025-09-01 18:39:17 -0700,2025-09-01 18:39:17 -0700,"<p>That's a start.  However, the icons are basically the same size as the font (which is bold to get it to a decent size).  Is there a means to manipulate this? </p><p>eMClient has icons slightly larger than the font and the font doesn't have to appear bold to be large enough to read. </p>",ThurstonOR,false,0,0
1761296,1532929,2025-09-01 18:47:02 -0700,2025-09-01 18:47:02 -0700,"<p>Is your message list in Table View or Cards View?  The icons are adequately sized here in the latter, much smaller in the former (see picture). </p>",sfhowes,false,0,0
1761100,1532937,2025-08-31 21:18:22 -0700,2025-08-31 21:18:22 -0700,"<p>The bug is indeed fixed, but it may take a little while to land in the release versions. </p>",siffemoz,false,0,0
1761096,1532946,2025-08-31 20:40:18 -0700,2025-08-31 20:40:18 -0700,"<p>See <a href=""https://support.mozilla.org/en-US/questions/1460237"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1460237</a> </p><p><a href=""https://support.mozilla.org/en-US/questions/1414262"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1414262</a> </p>",sfhowes,false,0,0
1761180,1532954,2025-09-01 06:45:28 -0700,2025-09-01 06:45:28 -0700,"<p>You shared almost no information. Is this Windows? Did you check c:\program files or c:\program files(x86) for Mozilla or Thunderbird? Have you looked at c:\users\&lt;yourid&gt;\appdata\roaming to see if there is a Thunderbird folder? Tell us what you discover and we can move from there. If it helps, there is a beautiful little FREE utility named 'Everything' at <a href=""https://www.voidtools.com/"" rel=""nofollow"">https://www.voidtools.com/</a>   download that and run it and enter  thunderbird.exe and, if it's on the computer, this little jewel will find it within 2 seconds. I use this tool regularly to find what I think are missing files. </p>",davidsk,false,0,0
1761319,1532957,2025-09-01 22:16:26 -0700,2025-09-01 22:16:26 -0700,<p>plz need help </p>,pinkisanta,false,0,0
1761621,1532957,2025-09-03 02:36:11 -0700,2025-09-03 02:36:11 -0700,<p>plz need help </p>,pinkisanta,false,0,0
1761124,1532966,2025-09-01 01:58:07 -0700,2025-09-01 01:58:07 -0700,<p>Is there a question in there somewhere?  It think there might be some sort of idea that oauth should use as password not a token as it does.  But I may well be inventing a logical question from the information posted. </p><p>So how about you take the time to elucidate exactly what you mean and I will stop guessing. </p>,MattAuSupport,false,0,0
1761144,1532966,2025-09-01 04:25:25 -0700,2025-09-01 04:25:25 -0700,<p>It is the oauth entries but how do they get there? On Win10 all the smtp and imap entries are there but Win11 introduced the oauth entries. It's not a problem as all the passwords are on RasPi 5 Ubuntu 24.04 and Win10 </p>,steve446,false,0,0
1761148,1532966,2025-09-01 04:40:55 -0700,2025-09-01 04:40:55 -0700,"<p>oauth uses the password only for the initial authentication, and even then is it done on a web page and not saved.  When the authentication completes successfully a (I think) 10 digit/character oAuth token issued and is then used between the authenticated device and the provider until such times as the provider either revokes it in which case you will be asked to re-authenticate,  or it is replaced with a new token.  Reissuing of tokens is done automatically under the hood and there is no user interaction. </p><p>It has nothing to do with windows 10 or 11 or Linux or anything operating system.  It is all about the changing requirements for authentication imposed by mail providers.  SO these days you see no passwords of any substance in Thunderbird.  It simply does not know them or use them unless the authentication method is normal password and that is becoming the exception with mail providers.  I still use it with GMX,  But Outlook, Gmail, Yahoo and AOL all use oauth now </p>",MattAuSupport,false,0,0
1761176,1532973,2025-09-01 06:30:08 -0700,2025-09-01 06:30:08 -0700,"<p>It looks like you copied some account information into the profile folder, as the profiles folder itself appears in your screenshot. Do you still have the old computer. Assuming windows, here are the steps:  Here is the link for moving a profile in Windows when installed in default location:  </p><pre><a href=""https://support.mozilla.org/en-US/kb/moving-thunderbird-data-to-a-new-computer"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/moving-thunderbird-data-to-a-new-computer</a> </pre> <p>here is the info in brief steps:  </p> <ol><li> ensure thunderbird is NOT running on old machine </li><li> enter %appdata% in search window on task bar and press Enter key </li><li> this should open windows file explorer in Appdata\roaming folder </li><li> highlight the Thunderbird folder and copy to external media  </li><li> ensure thunderbird is installed on second computer and NOT running  </li><li> enter %appdata% in search window on task bar and press Enter key </li><li> you should be in Appdata\roaming folder , copy&amp;paste the exported Thunderbird folder there. This may prompt to overwrite an existing folder of same name. allow it </li><li> start thunderbird and all should be there </li></ol> <p>If the old computer is no longer available, can you post a screenshot of the exported profile so someone here can advise on how best to transfer it? That will help. Thank you </p>",davidsk,false,0,0
1761598,1532980,2025-09-02 22:57:01 -0700,2025-09-02 22:57:01 -0700,"<p>Wellicht biedt <a href=""/nl/kb/kan-geen-berichten-ontvangen"" rel=""nofollow"">Kan geen berichten ontvangen</a> uitkomst. </p>",markh2,false,0,0
1761175,1532985,2025-09-01 06:24:37 -0700,2025-09-01 06:24:37 -0700,<p>I suggest posting a screenshot of the SMTP server settings pane and then someone here may have suggestions. Thanks. </p>,davidsk,false,0,0
1761126,1532988,2025-09-01 02:05:16 -0700,2025-09-01 02:05:16 -0700,"<p>Klik na prvú správu, ktorú chcem odstrániť (označí sa modro) Stlačím klávesu CTRL a stále ju držím a postupne klikám na správy ktoré chcem odstrániť  (všetky sa postupne označujú  na modro). Pustím klávesu CTRL a správy ktoré chcem odstrániť zostávajú modré. Nakoniec stlačím klávesu DELETE a sú odstránené. </p><p>Pokiaľ v Thunderbirde odstránite e-mail, tak sa v skutočnosti iba označí ako odstránený, ale fyzicky zostane. Jeho fyzické odstránenie sa vykoná až použitím voľby ""Údržba priečinkov“. Takže aby ste zmenšili veľkosť priečinka je nutné ešte vykonať ""Údržbu priečinkov"": <a href=""https://support.mozilla.org/cs/kb/provedeni-udrzby-slozek"" rel=""nofollow"">https://support.mozilla.org/cs/kb/provedeni-udrzby-slozek</a>. POSTUP: - Thunderbird - Súbor - Vykonať údržbu priečinkov <a href=""http://imgbank.cz/images/2015/08/19/Thunderbird_udrzba_priecinkov.jpg"" rel=""nofollow"">http://imgbank.cz/images/2015/08/19/Thunderbird_udrzba_priecinkov.jpg</a> </p>",Ansamb,false,0,0
1761129,1532988,2025-09-01 02:16:43 -0700,2025-09-01 02:16:43 -0700,<p>Jde označit zprávy hromadně např. podle datumu? </p>,l.boscze,false,0,0
1761131,1532988,2025-09-01 02:29:44 -0700,2025-09-01 02:29:44 -0700,"<p>ANO. Kliknite na dlaždicu DÁTUM - správy sa zoradia podľa dátumu. Klik na prvú správu  podľa dátumu, ktorú chcete odstrániť (označí sa modro) Stlačím klávesu SHIFT a stále ju držím a kliknem na poslednú správu podľa dátumu ktoré chcem odstrániť  (všetky sa označia  na modro). Pustím klávesu SHIFT a správy ktoré chcem odstrániť zostávajú modré. Nakoniec stlačím klávesu DELETE a sú odstránené. </p>",Ansamb,false,0,0
1761597,1532990,2025-09-02 22:56:18 -0700,2025-09-02 22:56:18 -0700,"<p>Thunderbird kent een wachtwoordenbeheerder, maar als deze niet wordt gebruikt wordt telkens om aanmeldgegevens gevraagd. Lees meer in het artikel <a href=""/nl/kb/wachtwoordenbeheerder-onthouden-verwijderen-tb"" rel=""nofollow"">Wachtwoordenbeheerder - Wachtwoorden onthouden, verwijderen en wijzigen in Thunderbird</a>. </p>",markh2,false,0,0
1761123,1532992,2025-09-01 01:54:14 -0700,2025-09-01 01:54:30 -0700,<p>Generally you check on your providers website as they are the ones that decide what settings you must use. </p>,MattAuSupport,false,0,0
1761125,1532992,2025-09-01 02:01:42 -0700,2025-09-01 02:01:42 -0700,<p>Thanks Matt - brilliant assistance - much appreciated </p>,larryd1,false,0,0
1761130,1532994,2025-09-01 02:22:44 -0700,2025-09-01 02:22:44 -0700,"<p>Probabilmente stai usando un path UNC <a href=""https://learn.microsoft.com/it-it/dotnet/standard/io/file-path-formats"" rel=""nofollow"">https://learn.microsoft.com/it-it/dotnet/standard/io/file-path-formats</a> che non sono più supportati da Thunderbird per ragioni di sicurezza </p><p>Se supportati da tuo dispositivo, prova ad usare percorsi assoluti i percorsi in formato internet </p>",@next,false,0,0
1761155,1533002,2025-09-01 04:59:58 -0700,2025-09-01 04:59:58 -0700,"<p>Generally when this occurs it is because the domain used to send the mails does not have the correct settings in DNS for DMARC and SPF.  Those things are in no way related to Thunderbird,  but I have seen a lot of folk that have hosted domains that do not have the email validations required by most major providers configured in DNS. </p><p>I suggest you try putting your email domain name into this web site for some basic checking of it's setup. <a href=""https://intodns.com/"" rel=""nofollow"">https://intodns.com/</a> </p><p>You might also want to check it here <a href=""https://check.spamhaus.org/"" rel=""nofollow"">https://check.spamhaus.org/</a>  as this is a major spam blacklisting site.  It might give clues if your domain is on a shared host with spammers and therefore your domains email reputation is rubbish,  or it could be your sending of bulk mails has seen your domain declared a spammer.  The USA in particular has some very lax rules about unsolicited email (SPAM)which when companies in the USA start emailing outside the USA can get them in trouble rather quickly.  For instance in my jurisdiction unless a company can prove they have permission to send commercial email to an address (like I emailed you requesting something or subscribed to say a special offers newsletter) the corporate fines are huge (put you out of business huge). See <a href=""https://www.acma.gov.au/avoid-sending-spam"" rel=""nofollow"">https://www.acma.gov.au/avoid-sending-spam</a> </p><p>One thing I am not going to say is that is is the gmail host in the middle that is the deifinate cause of your troubles.  If you are using the domains SMTP server instead of the gmail server then it is actually most unlikely to be the problem.  Do not get me wrong,  it might be the way you have set up Thunderbird.  But from what you are said it does not sound like it.  Hence the other suggestions in the first instance. </p>",MattAuSupport,false,0,0
1761154,1533006,2025-09-01 04:58:53 -0700,2025-09-01 04:58:53 -0700,<p>Try this: go to synchronization&amp;storage for the account and set the sync to just the most recent x number of days. </p>,davidsk,false,0,0
1761355,1533006,2025-09-02 02:03:05 -0700,2025-09-02 02:03:05 -0700,"<p>Good morning David, </p><p>Thank you for such a swift reply. I have implemented your suggestion. However, I am going to see how this works over the next few days before I ""mark"" it as the solution. </p><p>Thanks again, </p><p>Stuart </p>",stuarte83,false,0,0
1761153,1533007,2025-09-01 04:56:28 -0700,2025-09-01 04:56:28 -0700,"<p>My inference is that you replaced one IMAP account with another one. That usually means a new account and new password, so more information will help, since you're concerned about the password. Are you wanting to see messages from old account? Tell me more. Thanks </p>",davidsk,false,0,0
1761216,1533009,2025-09-01 09:57:53 -0700,2025-09-01 09:57:53 -0700,"<p>Comment #5 here: <a href=""https://bugzilla.mozilla.org/show_bug.cgi?id=1979848"" rel=""nofollow"">https://bugzilla.mozilla.org/show_bug.cgi?id=1979848</a> </p><p>might help as a temporary workaround until the bug is fixed. </p><p>See also c#1. </p>",sfhowes,false,1,0
1761149,1533013,2025-09-01 04:44:37 -0700,2025-09-01 04:44:54 -0700,"<p>I do not know and neither does anyone else if you do not know it.  Only the person who set it will even know it. </p><p>See <a href=""https://support.mozilla.org/en-US/kb/protect-your-thunderbird-passwords-primary-password"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/protect-your-thunderbird-passwords-primary-password</a> </p><p>If you mean your mail account password, rather than a Thunderbird primary password,  you will need to consult your email account provider.  Thunderbird generally stores passwords in the password manager,  but it does not set them and it does not store them for oAuth authenticated mail accounts at all. See <a href=""https://support.mozilla.org/en-US/kb/password-manager-remember-delete-change-tb"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/password-manager-remember-delete-change-tb</a> </p>",MattAuSupport,false,0,0
1761150,1533015,2025-09-01 04:49:55 -0700,2025-09-01 04:49:55 -0700,"<p>Here is the link for moving a profile in Windows when installed in default location:  </p><pre><a href=""https://support.mozilla.org/en-US/kb/moving-thunderbird-data-to-a-new-computer"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/moving-thunderbird-data-to-a-new-computer</a> </pre> <p>here is the info in brief steps:  </p> <ol><li> ensure thunderbird is NOT running on old machine </li><li> enter %appdata% in search window on task bar and press Enter key </li><li> this should open windows file explorer in Appdata\roaming folder </li><li> highlight the Thunderbird folder and copy to external media  </li><li> ensure thunderbird is installed on second computer and NOT running  </li><li> enter %appdata% in search window on task bar and press Enter key </li><li> you should be in Appdata\roaming folder , copy&amp;paste the exported Thunderbird folder there. This may prompt to overwrite an existing folder of same name. allow it </li><li> start thunderbird and all should be there </li></ol>",davidsk,false,0,0
1761448,1533015,2025-09-02 10:26:58 -0700,2025-09-02 10:26:58 -0700,"<p>Perfect, David.  Thanks.  Even this old man could follow those instructions! </p>",jasmayor,false,0,0
1761452,1533015,2025-09-02 10:45:20 -0700,2025-09-02 10:45:20 -0700,<p>See! You're younger than you think.&nbsp;:) I was glad to assist. </p>,davidsk,false,0,0
1761536,1533015,2025-09-02 16:15:20 -0700,2025-09-02 16:15:20 -0700,"<p>No, I'm not younger than I think.  I do appreciate your assistance! Incidentally, your dog picture is GREAT!  It is my two old dog that keep me going! </p>",jasmayor,false,0,0
1761151,1533016,2025-09-01 04:51:24 -0700,2025-09-01 04:51:24 -0700,"<p>I know nothing about Sky, but if it uses Yahoo, this info may prove helpful:  </p><p>Yahoo requires a different password when using an email client and requires OAUTH2 authentication. This URL may assist:  <a href=""https://help.yahoo.com/kb/SLN15241.html"" rel=""nofollow"">https://help.yahoo.com/kb/SLN15241.html</a> </p>",davidsk,false,1,1
1761191,1533016,2025-09-01 07:47:32 -0700,2025-09-01 07:47:32 -0700,"<p>Thank you for your reply David. I think this is maybe where my problem is. However having gone into my Yahoo account, it looks like I will have to sign in from my laptop for several days to generate the Oauth2 authentication, which will have to wait until I get back from holiday. If I have any problems from there, I will send in another question. </p>",bevchris55,false,0,0
1761214,1533016,2025-09-01 09:46:27 -0700,2025-09-01 09:46:27 -0700,"<p>The settings for Sky mail are here: </p><p><a href=""https://uk.help.yahoo.com/kb/sky/SLN4075.html"" rel=""nofollow"">https://uk.help.yahoo.com/kb/sky/SLN4075.html</a> </p><p>Set the authentication method to OAuth2, and enter the account (not app) password in the OAuth window when asked to grant TB access.  An app password is not needed. </p>",sfhowes,false,0,0
1761222,1533016,2025-09-01 10:19:42 -0700,2025-09-01 10:19:42 -0700,"<p>Thank you for your reply. I assume that set the authentication method is in TB's set up settings. Unfortunately when I go into TB it shows my email address, so TB must recognize that it was installed before and asks for my password, so I cannot get to any of the TB settings. </p>",bevchris55,false,0,0
1761224,1533016,2025-09-01 10:26:44 -0700,2025-09-01 10:26:44 -0700,"<p>If the account is already in TB, you can (as long as you're not switching between IMAP and POP server type) adjust the settings in Account Settings, Server Settings, and Outgoing Server (SMTP).  Remove entries for the account from Saved Passwords in Settings, then restart TB and enter the account password in the OAuth window popup. </p>",sfhowes,false,0,0
1761246,1533016,2025-09-01 11:58:40 -0700,2025-09-01 11:58:40 -0700,<p>Thank you for your reply. I cannot get into my TB account as the page I am taken to when going into TB asks for the password no matter what I try to click on in the page including Account settings. </p>,bevchris55,false,0,0
1761280,1533016,2025-09-01 15:47:22 -0700,2025-09-01 15:47:22 -0700,"<p>Eliminate password requests by putting your computer in airplane mode or otherwise disconnecting from the internet.  After making the changes, go back online. </p>",sfhowes,false,0,0
1761596,1533018,2025-09-02 22:55:06 -0700,2025-09-02 22:55:06 -0700,"<p>Kunt u een schermafdruk delen? In de tussentijd kunt u het artikel <a href=""/nl/kb/thunderbird-en-gmail"" rel=""nofollow"">Thunderbird en Gmail</a> eens raadplegen, wellicht vindt u daar een antwoord op uw probleem. </p>",markh2,false,0,0
1761185,1533019,2025-09-01 06:58:57 -0700,2025-09-01 06:58:57 -0700,"<p>I have no idea what may have caused your problem, but thunderbird provides a message whenever it fails to save a message. The only way to ensure this happens is to check after sending. </p>",davidsk,false,0,0
