id,created,updated,title,content,tags,product,topic,locale,answers,creator
1412986,2023-05-10 17:20:24 -0700,2023-05-14 13:52:35 -0700,Problema sui filtri di Thunderbird,<p>Ho trasferito su un nuovo Pc dopo il salvataggio del vecchio archivivio di Thunderbird e sul nuovo fuziona correttamente lo scarico e l'invio di email. Il settaggio dello scarico delle caselle di posta è solo per il titolo e poi manualmente le scarico io. Avevo alcuni filtri che mi archiviavano le email ricevute e ho un problema cioè me li archivia correttamente ma quando vado a scaricare la singola email non mi fa vedere il testo contenuto ma solo l'allegato. Ho provato prima di scaricarle a riportarle nella cartella di posta e poi scaricarle e vedo corretamente tutto. Ho provato a eseguire nuovi filtri ma mi fa lo stesso problema come posso fare a risolvere questo incoveniente. Grazie </p>,fix-problems;,thunderbird,troubleshooting,it,1580672;,e.isetta63
1412991,2023-05-10 18:08:27 -0700,2023-05-10 20:50:47 -0700,passwords,"<p>I had to change my <a href=""http://ntlworld.com"" rel=""nofollow"">ntlworld.com</a> password as I was getting a 'Forbidden' message from Virgin Media. Now I cannot access my Virgin Media mail through Mozilla Thunderbird. </p>",privacy-and-security_1;needsinfo;,thunderbird,privacy-and-security,en-US,1579960;1579970;,t.abramson
1412992,2023-05-10 18:14:07 -0700,2023-05-12 02:31:04 -0700,Public Wifi Connection issues,"<p>HI all </p><p>I can see I am not the only one who has this type of issue.  I seem to have an issue sending and receiving e-mails over guest wifi networks, and this is becoming a pain that makes me think I should bin thunderbird.  Looking through the threads, and with my limited technical ability,  I can't see the problem.  Using a VPN doesn't seem to help.   I've attached my server settings,  Any help would be gratefully received.   </p><p>Andy </p>",fix-problems;,thunderbird,troubleshooting,en-US,1579959;1580138;1580155;,andrewdtfoster
1413000,2023-05-10 20:01:33 -0700,2023-05-15 19:39:36 -0700,Visualizzazione Allegati dentro file .eml,"<p>Salve, chiedo il vostro supporto per un problema relativo agli allegati contenuti nelle mail che ricevo su TB. ho letto le discussioni in materia ma non ho avuto alcuna risoluzione. </p><p>ricevo attraverso un inoltro automatico dei messaggi pec sulla casella di posta ordinaria, con all'interno allegati di varia natura, da pdf a word a file firmati digitalmente in p7m, un po di tutto. </p><p>aprendo la mail ricevuta, andando ad aprire il file .eml contenuto nel messaggio all'interno non visualizzo alcun allegato. </p><p>se salvo la mail ricevuta sul desktop e la apro allora gli allegati sono visibili e presenti. </p><p>anche se provvedo ad inoltrare la mail ricevuta allora ho la visibilità degli allegati. </p><p>chiedo il vostro supporto per capire come evitare tutti questi passaggi per vedere gli allegati che fino a ieri vedevo regolarmente senza tutti questi click. </p><p>Aggiungo e concludo: Nella Pagina principale della posta in arrivo, dalle dimensioni della mail si capisce che è presente un allegato. Quando la apro il file.eml al suo interno è di pochi Kb come se non fosse allegato nulla. </p><p>attendo un vostro riscontro  </p><p>distinti saluti. </p>",other;,thunderbird,other,it,1580671;1580879;,supportoinformatico
1413001,2023-05-10 20:20:51 -0700,2023-06-06 01:34:12 -0700,"Calendar has stopped working for no reason, keep asking for the password. I want to remove it.","<p>Is there a way to COMPLETELY REMOVE the Calendar junk from Thunderbird? </p><p>I'm a 15+ year TB user, but I promise I will drop it if you don't fix or remove that junk you call Calendar. Let us disable it totally and go back to old TB integration with other calendar applications. I've used it in Win and MacOSX with any issue for 10+ years. </p><p>In the last 6 months I'm spending my precious time to fix errors, sync and auth issues about Calendar. I do not need a calendar in TB, I do not want it as I already got all the solutions I need for scheduling calls and business activities. </p><p>I activated it only cause TB dropped support of calendar invites by email. </p><p>I'm tired of this fascist and blind approach to the community. If this tool will stay there and still cause trouble I will move from TB to another email client for the first time in 17 years. </p><p>So please, is there a way to completely remove it and connect TB to any other calendar applications directly? </p>",fix-problems;,thunderbird,troubleshooting,en-US,1579967;1579983;1580120;1580151;1580693;1580695;1580697;1584160;1584174;1584184;1584204;1584205;,gianluca7
1413009,2023-05-10 22:18:43 -0700,2023-05-11 00:58:10 -0700,estensioni di thunderbird per invio grandi allegati di posta,"<p>Buongiorno,sto provando a scaricare i componenti aggiuntivi per invio dei files di grandi dimensioni&nbsp;: sia webDAV che Filelink. 1) dopo aver scaricato l'estensione mi viene detto che il contenuto non è verificato e quindi non si installa ( per entrambe le estensioni ) 2) Vorrei per favore sapere,quando ho provato a configurare webdav,che cosa devo inserire nei due campi sovrapposti dove si legge sbiadito  https:// examole,dav......  Così da imparare qualcosa di nuovo. 3) In alternativa quale estensione mi consigliate&nbsp;? Utilizzo Thunderbird 102.10.1 ( 64 bit ) Vi ringrazio, Andrea Luigi Mazza </p>",customize;,thunderbird,settings,it,1579984;,andrewmazza
1413012,2023-05-10 22:47:43 -0700,2023-05-10 22:47:43 -0700,"Mails are marked as junk, no matter if function is on or off, no matter if sender is in address book or not, no matter if classified as NOT junk.","<p>User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.68 </p><p>Steps to reproduce: </p><p>Open Thunderbird and wait for new emails from IMAP Konto. Click on a mail in the list and wait a while. </p><p>Actual results: </p><p>Mail is marked as junk </p><p>Expected results: </p><p>Should not be marked, address is in address books, again and again, the sender is marked as NO junk, at least I disable the junk filter, unfortunately, the email is marked as junk again. </p>",privacy-and-security_1;,thunderbird,privacy-and-security,en-US,"",miscellaneous48
1413013,2023-05-10 22:50:51 -0700,2023-05-13 19:49:04 -0700,Mail Filter addition?,"<p>I get a LOT of spam/phishing/nuisance emails on one of my accounts; presently, I have over 150 filters to delete this nonsense before I ever even see it. </p><p>These guys are really cute... all they need do is change a single character in one or more places, and it then sneaks past my filter and I have to edit it or create a new one.   </p><p>Often the fields are gobbledegook, and it's obvious that filtering by that field is useless, but often the ""Reply to"" field has something useful in it... but ""Reply to"" isn't available in the drop-down list in Filters.  A bunch of stuff I don't even see in my emails is, but not ""Reply to.""   </p><p>My first and main question: How can I add this as a selection?  In ""Filter Rules"" there's the list of header fields (which defaults to ""Subject""... related question: can I change the default field to ""From,"" the one I most often use?) and a list of 'operators' such as ""contains,"" ""doesn't contain,"" ""begins/ends with"" etc.  At the bottom of the header field selection box is ""Customize.""  I tried using that and just typing it in, but it won't take ""Reply to"" because there's a non-printing character in there, which I'm assuming is the space between Reply and to.  I tried using just Reply, and that doesn't work at all.  Any way to add ""Reply to"" as an option? </p><p>Second question: are the filter fields case sensitive?  If I'm filtering for say ""Water,"" will ""water"" cover all possibilities (water, Water, WATER, WaTeR, etc...) or will ""Water"" just cover ""Water"" and nothing else?  I have been entering multiple cases of some words, but if that isn't necessary, it would be nice to know. </p><p>Thanks!! </p>",other;,thunderbird,other,en-US,1580521;,kharrisma
1413015,2023-05-10 23:01:46 -0700,2023-05-12 14:14:09 -0700,Unable to collect mail from Yandex.com to another account,"<p>When I try to read mail from <a href=""http://Yandex.com"" rel=""nofollow"">Yandex.com</a>, Thunderbird will not do so.  I get an Error 400  redirect uri does not match the Callback URL defined by the client. What is happening?  How do I redirect my Yandex emails to say GMX?  I find it very frustrating and if it is because Yandex is Russian, why was I not warned they were going to be cut off? Please email me on rrvaus@gmx.com </p>",other;,thunderbird,other,en-US,1580160;1580253;,rrvau11
1413017,2023-05-10 23:22:46 -0700,2023-05-11 02:04:51 -0700,Tagging Add-on,"<p>I added the following add on (<a href=""https://addons.thunderbird.net/en-US/thunderbird/addon/tag-toolbar/?src=search"" rel=""nofollow"">https://addons.thunderbird.net/en-US/thunderbird/addon/tag-toolbar/?src=search</a>) to tag outgoing emails so I can track them.  As a test I sent a tagged email to my personal address and then replied back.  The email was tagged and colored when sent but not when the reply was received.  Is there a way to be sure the tag is visible at all times??? </p><p>It doesnt help much if the tag is missing when I get the email back. </p>",customize;,thunderbird,settings,en-US,1579992;1579994;,tom.imler
1413018,2023-05-10 23:31:46 -0700,2023-05-10 23:31:46 -0700,Printing,"<p>I cannot print off my e-mails or their attachments. All other items on my computer print off OK, so the problem appears to be with Thunderbird. </p>",other;,thunderbird,other,en-US,"",brian.green107
1413023,2023-05-11 00:19:44 -0700,2023-06-02 03:38:51 -0700,Problemi con TB,"<p><strong>Quando lancio TB il programma carica sempre i messaggi di posta come se non ci fosse un domani, bloccando di fatto l'operatività del PC. Ho disinstallato ed installato più volte il software fino ad installare anche la versione BETA. Purtroppo non riesco a risolvere. Potete aiutarmi? Grazie</strong> </p>",fix-problems;,thunderbird,troubleshooting,it,1579985;1579988;1579993;1579997;1580087;1580091;1580094;1583622;1583623;1583624;,g.imparato
1413031,2023-05-11 00:56:57 -0700,2023-05-11 01:33:55 -0700,Losted email,"<p>Good afternoon, I would like to ask you if you are able help me with ""missed"" email service@fas.... When you compare MS Outlook vs. Thunderbird, everithing is clear. In TB missed 1 email from 9.5. 16:26. I can read this message in Outlook or Android email app.   </p><p>PS: I tried Right-click the folder - Properties - Repair Folder . </p><p>BR, Tibor </p>",other;,thunderbird,other,en-US,1579987;,tibor.grendel
1413033,2023-05-11 01:02:57 -0700,2023-05-15 16:13:07 -0700,"Correos eliminados de la carpeta ""papelera""","<p>Buenas, Sin querer he borrado de la carpeta de papelera todos los correos que tenia este año y no los quería eliminar. Hay alguna manera de recuperarlos? Todavía no he hecho ninguna compactación. Muchas gracias y un saludo </p>",fix-problems;,thunderbird,troubleshooting,es,1580230;1580861;,iker_re
1413037,2023-05-11 01:20:57 -0700,2023-05-13 18:53:47 -0700,Send Mails,"<p>When I want to sent a mail, I get following message:  ""There is not enough disk space available to download new messages. Delete old emails, empty the Recycle Bin as well as compress folders and then try again."" I have a lot of free space on my computer, and there are no mails in Thunderbird, because I have just installed new today.  Yesterday everything was alright, til this morning .... Please help me! </p>",other;,thunderbird,other,en-US,1580476;1580507;,bmdesign93
1413040,2023-05-11 02:00:00 -0700,2023-09-16 05:54:54 -0700,Export address book from Thunderbird to cvs file,"<p>I'm trying to export my Thunderbird addressbook using the export function.  I go to ""address book""-&gt;""tools""-&gt;""export"" and I get ""Export Export accounts, messages, address books, and settings to a ZIP file.  If your current profile is larger than 2GB, we suggest you back it up by yourself.""  Then it wants to export the whole thing as a Thunderbird Profile with no other choices showing.    I can't seem to export the ""address book"" to the ""csv"" format which I used to be able to.    Any ideas? </p>",desktop;download-and-install_1;windows-11;firefox-1130;,thunderbird,tips-and-tricks,en-US,1580117;1604214;1604218;1604219;,banksmi72
1413045,2023-05-11 02:49:37 -0700,2023-05-14 02:39:36 -0700,Local folder totally missing from left pane,"<p>Hi, Thank you in advance for any help you can offer. </p><p>I don't actually know how long this has been happening, but my Local Folder is missing in my Thunderbird window - I just noticed it but it might have been months.  Last year, I migrated from my old iMac to a Mac Mini.  Maybe it happened then - I just didn't notice because I wasn't really using it and it was just there, if you know what I mean.  Recently I've had to convert a pop3 account over to IMAP.  The conversion was successful - the directions from Mozilla were easy to follow, and now I want to archive older messages from the old pop3 account using the local folder.  It's totally missing from the left-hand pane even though I'm set to view all folders, and nothing I've tried by searching in the community or online has worked.  The Local Folders folder and the old contents are all visible in the Mail folder of my profile, and all other folders and accounts are working just fine - it just doesn't show up inside Thunderbird so I can't use it. </p><p>Ideas?  Thank you everybody- Robin </p>",other;,thunderbird,other,en-US,1580475;1580575;,stuff17
1413047,2023-05-11 03:09:07 -0700,2023-05-13 08:31:10 -0700,cannot send email,<p>email error message says it is timed out. need to fix output. </p>,fix-problems;,thunderbird,troubleshooting,en-US,1580336;1580405;,jvdfedie
1413049,2023-05-11 03:22:23 -0700,2023-05-11 03:22:23 -0700,PASTA UNIFICADA,"<p>A configuração da pasta unificada não esta ficando salva, tenho que ficar olhando meus e-mails separadamente. </p>",other;,thunderbird,other,pt-BR,"",fiscal10
1413053,2023-05-11 03:52:54 -0700,2023-05-15 06:18:34 -0700,Tbird MAJOR problems w/ text size TBird 102.10.1,"<p>Hi windows 10 102.10.1 - Tbird MAJOR problems w/ text size. labels / toolbars are huge. message incoming text is tiny. so is the text if I save a message. Tried adjusting Windows settings  TBird settings Impossible outcomes Can't see or click messages etc. </p><p>often when I start a message, the text is huge. please advise Thank you </p>",other;,thunderbird,other,en-US,1580128;1580772;1580780;,88tjt88
1413058,2023-05-11 04:30:38 -0700,2023-06-02 09:53:18 -0700,Since update 102.11.0 (64-bits) my mail freezes,"<p>Hi, </p><p>Since the latest update today 102.11.0 (64-bits) my Thunderbird on Windows 10, freezes when receiving mail. I did a new install but that did not help, I have turned off every email notificiation, that also didn't help. </p><p>I have asked my ISP but they have no server problems with my imap account. On my phone, with a different program, I have no problem at all. </p><p>Is there anything I can do to get this fixed? </p><p>Thanks&nbsp;! </p>",fix-problems;,thunderbird,troubleshooting,en-US,1580027;1580031;1580093;1583661;,faith4
1413062,2023-05-11 05:07:52 -0700,2023-05-12 22:04:32 -0700,Best way to backup a folder on an account,"<p>so i have a backup local folder where i copy all the mails from the inbox of an account from, and another local folder where i copy the spam folder of an account from, but i am doing that manually, and i don't just delete the now backed up mails. so next time i have to find out first where the cutoff is, before i start selecting and copying again, because otherwise i'd be backing up duplicates. </p><p>is there an easier way to avoid duplicates, or a synchronization function that takes care of avoiding duplicates for me? </p>",customize;needsinfo;,thunderbird,settings,en-US,1580141;1580173;1580300;,spma1
