id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1422322,2023-08-28,I've been connected to thunderbird for quite awhile now and have been donating getting my mail and now I can't get anything.What's up. Can't connect to get my m,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-27 18:00:34 -0700
1422328,2023-08-28,"In Thunderbird all emails in my inbox say ""this is a draft message"" how do I fix that problem?? In Thunderbird all emails in my inbox say ""this is a draft messa",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-27 18:52:54 -0700
1422330,2023-08-28,Cannot open or save large PDF attachment in incoming email I received an email with a large (> 20MB) PDF attachment.  I'm using an IMAP server with no local cop,🐧;Linux;os:linux,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-27 19:37:57 -0700
1422337,2023-08-28,mail list size and spam I have a series of questions regarding Thunderbird 102.14.0 For several years I have been unable to send to a mailing list of aprox 50 p,❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-27 23:09:57 -0700
1422339,2023-08-28,Mail from specific forwarded domain not arriving in Thunderbird I have 2 business-related domains for which I have set-up identical forward rules at my provider,🪟;Windows 11;os:win11,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-27 23:15:52 -0700
1422343,2023-08-28,"Upgrade to Thunderbird 115 - folder display problem I have several email accounts in Thunderbird.  All displayed ok in Thunderbird 102, but after upgrading to 1",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-27 23:56:44 -0700
1422344,2023-08-28,"TB Calendar, Mac: any way to ""cache"" events and tasks? Hi, Posted this a while ago at http://forums.mozillazine.org, but no response at all. Trying here. Using ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-28 00:19:35 -0700
1422345,2023-08-28,"115.1.1 navigation is slow compared to older versions Expanding, collapsing folders is too slow. ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-28 00:28:56 -0700
1422349,2023-08-28,Viser problemet (Failed to connect to server) Venligst hjælp mig.   Mvh  Niels Garde (21441002) Display viser (failed to connect to server) venligs hjælp mig  M,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-28 02:43:31 -0700
1422351,2023-08-28,email címek a beállított email címeket szeretném más sorrendbe rendezni . Hogyan ?? ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-28 02:58:24 -0700
1422354,2023-08-28,Lost Thunderbird password. I wish to reset the password Lost Thunderbird password. I wish to reset the pwd and I can generate a new strong password. I can find ,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,privacy-and-security_1;,2023-08-28 03:23:17 -0700
1422359,2023-08-28,"Thunderbird Options It appears that I can still use my POP3 account with Thunderbird. With Outlook, I can set up each computer to either download my emails to t",❓;;os:unknown,🔩;customize;t:customize,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-28 04:34:36 -0700
1422361,2023-08-28,Unified Junk Folder With the recent update Thunderbird 115.1.1 my Unified Junk Folder got messed up: Prior to the update the unified parent-junk-folder used to ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-28 04:40:18 -0700
1422362,2023-08-28,"Gmail refuses to allow TB to log in with an account that is under parental monitoring. Since when Google made OAuth mandatory, a new TB profile is unable to log",❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-28 04:57:01 -0700
1422363,2023-08-28,"SMTP server policy violation Hi, I've been getting this error for my thunderbird email. Please refer attached image. Please let me know if there is any solution",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-28 04:57:18 -0700
