id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1413780,2023-05-20,"Setting how inbox displays messages I run emails from yahoo, gmail, live & hotmail on TBird and have for years. Instead of simply always displaying the inbox co",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-19 17:14:25 -0700
1413786,2023-05-20,Emails Mozilla emails won't recieve any. ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-19 20:03:25 -0700
1413797,2023-05-20,"Importing Thunderbird messages In the course of having my computer rebuilt, the techs had to wipe the C: drive and install a fresh, up-to-date copy of Windows 1",🪟;Windows 11;os:win11,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-20 01:35:14 -0700
1413798,2023-05-20,Add-ons/Extensions system broken I'm using Thunderbird 102.11.0 64bit EN-GB version. I used Thunderbird for many years and have just returned to it. When I use ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-05-20 01:41:47 -0700
1413800,2023-05-20,Only receiving text-only emails What do I need to type into the Advanced Preferences search box to reset the options for blocked remote content? Since my ISP ha,🪟;Windows 11;os:win11,👽;other;t:other,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,other;,2023-05-20 02:30:35 -0700
1413802,2023-05-20,Can't send emails but I can receive them with TB I can't send emails and I get this message - Sending of the message failed. Unable to authenticate to Outgoing ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-20 02:41:55 -0700
1413810,2023-05-20,Move converted outlook files Converted my Outlook files to Thunderbird using 'SysInspire PST Recovery Software'. Now there is an 'Outlook' under 'Local Folders',❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-20 07:21:29 -0700
1413811,2023-05-20,Facing difficulty to make donation to Thunderbird team thr safe payment gateway without sharing card details I tried to make some donation with Gpay or on UPI b,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-20 07:30:48 -0700
1413815,2023-05-20,"No line wrap in Write (new msg) What's up with line wrap in Thunderbird, this is really perplexing. In both TBird versions 60.9.1 on my laptop and a higher vers",🪟;Windows 10;os:win10,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-05-20 08:27:39 -0700
1413820,2023-05-20,"Printing crashes Thunderbir Every time I attempt to print an email message, Thunderbird crashes. I'm using version 102.11.0, which appears to be the latest vers",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-20 10:18:15 -0700
1413827,2023-05-20,Is there a way for TB to track date of creation and date of last used for email addresses? To remove invalid addresses? I have many accumulated addresses in TB ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-20 11:39:12 -0700
1413831,2023-05-20,"Thunderbird oauth 2.0 page is blank In trying to add my gmail account on a new computer, on the new account screen, after I enter my email information and click",🪟;Windows 10;os:win10,🔏;privacy-and-security;t:privacy_and_security,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-05-20 12:07:56 -0700
