id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1421677,2023-08-20,"Can't send email My email comes to Thunderbird from my comcast.net account.  I had to change my comcast password and ever since, I can receive mail in Thunderbi",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-19 17:05:09 -0700
1421686,2023-08-20,"profile update disaster! Thunderbird auto updated last night and wiped out my profiles. I need to get my old profiles back to access all my email accounts, addr",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-19 21:25:01 -0700
1421689,2023-08-20,"'Move to ""Inbox"" Again' option moves email to wrong inbox I have multiple accounts set up in Thunderbird. I encountered this problem when I accidentally archive",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-19 23:18:06 -0700
1421698,2023-08-20,"Setting a Default Start Time for Events When I create a new event on the calendar, the default behavior is to set it to start at the nearest half-hour to the cu",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-08-20 01:56:55 -0700
1421700,2023-08-20,"Internetudbyder siger at porte skal ændres, men så virker mail ikke Vore internetudbyder skriver, at portene til indgående og udgående mails skal ændres til  he",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-20 02:33:09 -0700
1421710,2023-08-20,Perdida de todos los mensajes en thunderbird Veia como se me iban borrando mensajes actuales y pasados y tuve que cerrar thunderbird para salvar los ultimos men,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-20 05:05:30 -0700
1421713,2023-08-20,"Is it safe to delete a copy or a link to the Inbox folder when it is in a subfolder? Hello, Somehow a copy of the Inbox folder is in a sub folder where it cause",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-20 06:28:34 -0700
1421715,2023-08-20,cannot install firefox or thunderbird on new laptop cannot install thru regular means and when i go to microsoft store they do not show up ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-20 07:31:27 -0700
1421717,2023-08-20,"Archive Shortcut ""A"" not working. Dears, according to the Thunderbird manual, by pressing ""A"" or Ctrl + ""A"" it is possible to quickly archive messages.  However",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-20 07:56:18 -0700
1421722,2023-08-20,Email sending using Thuderbird DMARC failure I get the following rejection when trying to send an email to a specific hotmail accoung when I've attached a small,❓;;os:unknown,🚧;fix-problems;t:fix_problems,💌;hotmail;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-20 08:43:15 -0700
1421725,2023-08-20,"How do I request enhancements to Thunderbird? How do I request these enhancements to Thunderbird? First, I run my default Windows 10 or 11 user account as a Sta",🪟;Windows 10;os:win10,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-20 09:31:29 -0700
1421731,2023-08-20,Trying to migrate a saved profile back into Thunderbird. I have reloaded Windows 10 into my Lenovo T510 as a result of changing the hard drive. I had saved my T,🪟;Windows 10;os:win10,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-20 10:37:38 -0700
1421735,2023-08-20,Transfer my Thunderbird Local Folders to an external drive To gain space in my laptop’s internal disc I tried to transfer my Thunderbird Local Folders to an ext,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-20 11:19:14 -0700
1421741,2023-08-20,"Supernova can't access newsgroups after shutdown and restart We had a power outage this morning, but I have a UPS.  In order not to run down the battery in the ",🪟;Windows 11;os:win11,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-20 12:21:16 -0700
1421742,2023-08-20,Thunderbird - adding SPF/DKIM on outgoing emails to gmail accounts will not bounce back How do I get my setting in Thunderbird email outgoing setup to send SPF/,❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-20 12:28:19 -0700
1421745,2023-08-20,"My e-mail has been ""down"" for almost 2 weeks.  I need tech help! My e-mail has been down for almost 2 weeks.  Never happened ever.  I am 82 and need tech help ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-20 13:37:14 -0700
1421746,2023-08-20,"Email account still unread even when messages are all read I have 3 accounts in thunderbird, when i receive an email the account name shows as bold as expected,",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-20 13:44:00 -0700
1421749,2023-08-20,when Thunderbird recently updated I lost all of my folders including sent messages and local folders. Is there a simple way to get them back? when Thunderbird r,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-20 14:30:35 -0700
1421755,2023-08-20,Trying to block incoming emails How can I block incoming emails which have no unsubscribe button and the same address both for Sender and Receiver? (I don't wan,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-20 15:13:40 -0700
1421756,2023-08-20,Thunderbird 115.1.1 not showing correct quantity of messages for GMail Inbox I am a first time user of Thunderbird.  I am using Windows 11 Professional Edition ,🪟;Windows 11;os:win11,🚧;fix-problems;t:fix_problems,📮;GMail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-20 15:35:19 -0700
