id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1412135,2023-04-30,"Thread I just moved a bunch of messages from my inbox to a new (sub)folder.  When I open that folder, there are some messages combined into a thread.  How can I",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-29 19:14:31 -0700
1412137,2023-04-30,"thunderbird tls handshake not for imap connection Hi, Recently thunderbird stopped being able to connect to mail.talktalk.net. When it connect another server I ",🪟;windows 10;os:win10,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-04-29 20:44:51 -0700
1412151,2023-04-30,TB pdf download file location when I open a pdf email attachment it saves in appdata/local/temp/pid.  But I set my TB download setting to save in public/downloa,❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-30 05:10:51 -0700
1412153,2023-04-30,"Changing computer I have spent sme considerable time trying to migrate all data from one pc to another. I am finally, with a new installation but none of the da",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-30 05:57:25 -0700
1412156,2023-04-30,"When a folder is created under ""Local Folders"" it cannot be deleted. Why is that? Simply, provide a detailed step by step access to delete folders that have bee",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-30 06:25:12 -0700
1412163,2023-04-30,Settings for multiple accounts I have two separate email accounts that worked independently until two days ago. Now when I go to account settings and select Edi,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-30 09:14:03 -0700
1412164,2023-04-30,"How to import feeds from OPML file I want to import an OPML file with RSS feeds into Thunderbird. However, the option to import feeds is not shown under Tools -",🪟;Windows 11;os:win11,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-30 09:24:41 -0700
1412168,2023-04-30,how to reduce font size in subject to from lines in email I had problems with thunderbird email text too small.  Resolved that but now the title line with subje,🪟;Windows 11;os:win11,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-30 09:54:11 -0700
1412169,2023-04-30,"Installing Thunderbird I am re-installing THUNDERBIRD :  It accepts my email address and password but gives this message : ""400 redirect_uri does not match the ",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-30 10:03:54 -0700
1412180,2023-04-30,"Is it possible to see al individual feeds in a folder? In the ""Manage subscriptions"" option of a RSS account, you can see & remove individual feeds. Is it possi",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-30 12:39:08 -0700
1412185,2023-04-30,"MS Defender found a trojan in my profiles, have a few questions. Greetings!  MS Defender found a trojan (TrojanDownloader:Win32/Nemucod!ml) in my profiles.  A f",❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,🇧;Bitdefender;av:bitdefender,❓;;uc:unknown,fix-problems;,2023-04-30 15:16:23 -0700
1412190,2023-04-30,"MS Viruscan aggressively scanning inbox causing ""not responding"" error I had terrible trouble from April 28, 2023 with TB after a update to MicroSoft Viruscan a",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-30 16:26:59 -0700
