id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1420565,2023-08-08,"Thunderbird flatpak 115.1 crashes when selecting print Elementary OS (info in image), Thunderbird 115.1 (info in image), Firefox 116.0.1 (info in image) Both Fi",❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-07 17:24:15 -0700
1420568,2023-08-08,"Wrong return email address received by recipient G'day, Please someone who is not a piece of granite, as I am, help me solve this problem. I 'was forced' by cir",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-07 18:55:40 -0700
1420570,2023-08-08,Thunderbird is not downloading new inbox emails Thunderbird is not downloading on 2- PC's and think may be new version causing this email locking up and working,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-07 19:13:55 -0700
1420571,2023-08-08,"Seeing Double - Multiple occurrences in preview pane I seeing double ... :-) ... Not on every email, but frequently I click on the email and see 2 occurrences o",🐧;ubuntu;os:linux,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-07 20:16:55 -0700
1420573,2023-08-08,Calendar for Thunderbird v115 I can't add calendar of Office 365 to Thunderbird v115 because TBSync (https://addons.thunderbird.net/en-us/thunderbird/addon/tbsy,❓;;os:unknown,📅;calendar;t:calendar,💌;Office 365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-08-07 22:18:22 -0700
1420574,2023-08-08,"Calender Crashes after Caldev Import Hello, our Company uses Horde as a Email and Calender service. We export our Calenders with Caldev and connect it to our Th",🪟;win10;os:win10,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-08 00:20:58 -0700
1420575,2023-08-08,"Transf Profile, but everytime I start, T-Bird creates another default profile again & again... and downloads again ... Have transf OLD profile w/IMAP accts from",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-08 01:20:04 -0700
1420581,2023-08-08,Tearing my hair out!!!! New version this morning.   Thunderbird is now double spaced - the most annoying problem at the moment - how can I reduce this to single,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-08 03:25:12 -0700
1420582,2023-08-08,Thunderbird application fully opening (change in behaviour) Note: Thunderbird is assigned the mailto action in Firefox. Previous experience: 1) Firefox -> Email,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-08 03:36:42 -0700
1420583,2023-08-08,"message preview lines (like in Outlook) Hi, I just installed Supernova and it looks nice and clean. So I hope to switch over from Outlook to Supernova but I can",❓;;os:unknown,🔩;customize;t:customize,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-08 03:41:37 -0700
1420584,2023-08-08,"Thunderbird e mail front page On my e mail inbox, front page, it has displayed recent e mails on the top half and the lower half shows a preview of the content ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-08 04:21:58 -0700
1420585,2023-08-08,"TAA Compliance Hello, I am seeking to get the latest version of Mozilla Thunderbird approved on my employer's enterprise. There is currently a big push to suppo",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-08 04:30:44 -0700
1420587,2023-08-08,"compact folders Compact Folders (Alt-f f) no longer appears to compact ALL folders of an account. Previous versions (prior to 115) did ... Regards, Mike ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-08 04:36:58 -0700
1420589,2023-08-08,How do I make Outlook the default app After installation Thunderbird became the default app. How do I reset the default app for email back to outlook? I've alre,❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Outlook;m:microsoftemail,🇪;eset;av:eset,❓;;uc:unknown,download-and-install_1;,2023-08-08 04:55:07 -0700
1420593,2023-08-08,My address book not showing addresses. I need to delete my students' addresses for data protection reasons.  The addresses don't appear in the Thunderbird addre,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-08 06:22:45 -0700
1420596,2023-08-08,Annoying Caslemedia popup when using Thunderbird Can anyone help me delete the popup of Caslemedia when using Thunderbird.  It started a couple days ago. My yah,❓;;os:unknown,👽;other;t:other,🇾;yahoo;m:yahooemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-08 07:04:30 -0700
1420598,2023-08-08,Thunderbird Export function improvement (Thunderbird Supernova 115.1.0) Please make use of compression in the zipped created by export function. Why create a ba,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-08 07:31:23 -0700
1420599,2023-08-08,How to reply to an email message on Thunderbird How to reply to an email message on Thunderbird? ,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-08 07:31:26 -0700
1420600,2023-08-08,how to reply to an email message on Thunderbird How to reply to an email message on Thunderbird? ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-08 07:34:21 -0700
1420602,2023-08-08,thunderbird supernova e google task Succede anche a voi che i tasks di google non vengono visualizzati nè sul calendario nè sulla sezione attività? Ho anche ins,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-08 07:55:13 -0700
