id,created,updated,title,content,tags,product,topic,locale,answers,creator
1419338,2023-07-25 16:48:44 -0700,2023-07-25 19:31:32 -0700,Missing folder in Thunderbird but present on email provider's site.,"<p>I've ignored a particular top-level folder for about a year. The folder contains both subfolders and individual emails. Just now I wanted to open it again, but it's not in the sidebar. It is in its expected place in the sidebar on the website of my email provider. Restarting Thunderbird doesn't help. I've no idea how to diagnose this. </p><p>MacOS 13.4.1(c) Thunderbird 102.13.1 </p>",other;,thunderbird,other,en-US,1592813;1592840;,brec
1419337,2023-07-25 15:35:36 -0700,2023-07-25 15:35:36 -0700,"""Sending the message failed. The message could not be sent because the connection to the Outgoing server (SMTP) timed out. Try again.'","<p>I use TB102.13.1 on a windows notebook windows 10 22h2 build 19045.3208. Since a couple of days, without any settings change, TB fails to connect to the outgoing server, and doesn't ask for the password. The settings of the outgoing server haven't changed, the password hasn't changed, I can log in manually on the account of the outgoing server,  </p><p>The smtp addres is correct The port is 587 The Username is correct The authentication method is Normal Password The connection security is starttls  All of this has worked perfectly for years... </p><p>so please explain me how to get TB out of that loop.... Thanks </p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,,DECREMM
1419334,2023-07-25 14:18:45 -0700,2023-07-25 14:18:45 -0700,I'm not being able to send emails using outlook 365 corporation account,"<p>Are there any news regarding the post below? Thanks </p><p>Important: Thunderbird 102.7.0 And Microsoft 365 Enterprise Users January 17, 2023 Jason Evangelho 50 responses Update on <strong>January 31st</strong>: </p><p>We’re preparing to ship a 2nd build of Thunderbird 102.7.1 with an improved patch for the Microsoft 365 oAuth issue reported here. Our anticipated release window is before midnight Pacific Time, January 31. </p>",other;,thunderbird,other,pt-BR,,erodcruz1
1419333,2023-07-25 14:12:36 -0700,2023-07-25 14:12:36 -0700,i lost all my thunderbird account info including my entire sent files..is there any way to restore?,<p>i hit a wrong button and deleted 15 years of thunderbird including all my sent files..is there any way to retrieve...cabonite could not help...thxs </p>,other;,thunderbird,other,en-US,,shawno1
1419330,2023-07-25 13:27:02 -0700,2023-07-30 12:39:50 -0700,Thunderbird is freezing up?,<p>Since the last update my Thunderbird keeps frizzing up and I have to use Task manger to close it and then open it again. This happens all the time! I need this email program to work right. </p><p>Thanks Bob Williams </p>,other;,thunderbird,other,en-US,1592864;1593050;1593841;1593880;,williams382
1419323,2023-07-25 11:47:40 -0700,2023-07-25 22:16:15 -0700,TB 115 search issues,"<p>TB upgraded to 115.0.1 this morning, (although PCMatic has been telling me this had happened yesterday).  Now I find that Search (Ctrl-Shift-F) no longer gives consistent results, and never end searching. </p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1592865;,mozillarob519
1419322,2023-07-25 11:09:48 -0700,2023-07-25 14:49:06 -0700,Connection to gmail.com too slow,"<p>I have posted up to yesterday requests for help with Thunderbird to both <a href=""http://mail.gmail.com"" rel=""nofollow"">mail.gmail.com</a> and to Thunderbird. Part was solved by gmail but they said that for slowness to contact Thunderbird. I got a notice things were solved and this morning both the <a href=""http://pop.gmail.com"" rel=""nofollow"">pop.gmail.com</a> (downloading posts with Thunderbird) and the <a href=""http://smtp.gmail.com"" rel=""nofollow"">smtp.gmail.com</a> (sending posts with Thunderbird) were fast as usual - few seconds. I sent about 35 posts and only the first took two second. This evening the sending posts from my Thunder bird (of the desktop computers - 10 posts during an hour) take about two minutes. Sending from the smartphone take a second.  </p><p>Dr. Ilan Shalif (86) [removed email from public] </p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1592791;,ilan.shalif
1419316,2023-07-25 10:03:52 -0700,2023-07-26 02:09:08 -0700,Installing lastest Thunderbird 115,"<p>I downloaded the last version of Thunderbird using OS Ubuntu 22.04 LTS.  I can't get past ./configure. ""not found""  I'm disappointed that I finally made a donation. Ron </p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,1592879;,swamp.rh
1419315,2023-07-25 09:47:01 -0700,2023-07-25 10:26:05 -0700,How to opt out of Thunderbird Beta,"<p>Hi there,  </p><p>I'm needing assistance to figure out how to opt out of Thunderbird Beta  </p><p>Please advise </p><p>Thanks, Mike </p>",customize;,thunderbird,customize-controls-options-and-add-ons,en-US,1592748;,MikeFridge
1419313,2023-07-25 09:36:37 -0700,2023-07-27 09:02:20 -0700,"missing""send"" button on reply to messages",<p>read above message please. </p>,other;,thunderbird,other,en-US,1592741;1593187;1593197;1593204;1593209;1593212;1593213;1593214;1593220;,weldit76
