id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1414480,2023-05-29,"Inconsistent times for emails I successfully transferred TB from my Win10Pro laptop to may new Win11Pro laptop, but have encountered a strange anomaly. I have t",🪟;Win10;os:win10,🛠;download-and-install;t:download_and_install,📮;GMail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-28 17:41:51 -0700
1414481,2023-05-29,new upgrade beta - contacts and address book are blank 1. Address books are blank (No fix - gone!) 2. I had to re-do signature text (easy fix) ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;needsinfo;tbbetasn;,2023-05-28 17:50:36 -0700
1414484,2023-05-29,"Unusual activity on Thunderbird setup on Thunderbird. So I have some problems with signing in to Thunderbird. At signing in with google, Google says that they f",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-28 18:58:25 -0700
1414489,2023-05-29,"No llegan los correos. Buen día, No me llegan los correos ni salen. ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-28 20:38:29 -0700
1414495,2023-05-29,"Thunderbirds new beta problems with Inbox. (win7) How can I delete this new beta version of thunder bird , it has my system in a mess..My email box is empty of ",❓;;os:unknown,❓;;t:unknown,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,tbbetasn;,2023-05-28 22:54:03 -0700
1414497,2023-05-29,this new Thunderbird beta test How do I delete this new version of thunderbird..I have lost most all I knew how to operate..Please how do I get rid of this new ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-28 23:00:04 -0700
1414499,2023-05-29,"Good Morning Faithful Volunteers Good Morning Ace Volunteers, For several weeks, Thunderbird crashes when I try to open letters with attachments and each time I",❓;;os:unknown,🚧;fix-problems;t:fix_problems,🇾;yahoo;m:yahooemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-29 00:31:00 -0700
1414500,2023-05-29,"Suddenly not receving all my mails, plus at some time receiving duplicate ones. I've been using Thunderbird on my Mac Pro (TB 102.11.0 64-bit) and recently  som",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-29 00:33:50 -0700
1414503,2023-05-29,Thunderbird Filelink problem I have an installed dropbox as a Filelink provider for large attachments. It used to work properly.  Recently I found that there is,🪟;Windows 11;os:win11,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-05-29 01:11:52 -0700
1414506,2023-05-29,"Can't sync my Yandex accounts Hi, Since I updated to 102.11.0, I can't synchronise my Yandex accounts in Thunderbird. I get a screen to enter my credentials. It",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-29 04:04:22 -0700
1414510,2023-05-29,Thunderbird email not responding my thunder bird email is not responding to action. ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-29 04:32:20 -0700
1414514,2023-05-29,"Hotmail account error I can no longer use Thunderbird with my Hotmail account. It keeps prompting for password several times then error comes up ""server disconn",❓;;os:unknown,🚧;fix-problems;t:fix_problems,💌;Hotmail;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-29 05:36:42 -0700
1414515,2023-05-29,No View remove preview plane in thunderbird. Thunderbird must have updated and now the preview plane is enabled by default.   I didn't enable it.   And the View,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-29 05:41:57 -0700
1414517,2023-05-29,Change from W10 to Mabox(Manjaro) Linux I use TB with W10. Mails are stored in a separate Folder in Partition F:/film_mail I now want to work with TB in Mabox L,🐧;Linux;os:linux,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-29 05:53:53 -0700
1414520,2023-05-29,"Thunderbird Calendar I have 4 systems, on 3 of them the calendar displays only a week (as per attachment) even though it is set for 4 weeks. on the 4th machine ",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-05-29 06:19:00 -0700
1414522,2023-05-29,"Restore a message thread for Thunderbird Mail ? Hi there, How do I restore a Thread to messages for Thunderbird ? By mistake I clicked on ""Ignore Thread"" and no",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-29 06:54:21 -0700
1414526,2023-05-29,email won't print I print several e-mails once a month. I haven't tried to print from Thunderbird since last month when it successfully printed last. I have nev,🍎;Monterey;os:macos,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-29 07:32:08 -0700
1414533,2023-05-29,Spam filtered out before instead of after manual filter I am part of an email list in which many emails come in everyday. That is why I created a sub-folder in ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-05-29 09:55:09 -0700
