id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1423660,2023-09-12,Cannot send email after upgrade from TB 102.15 to 115.2 I have 2 mail accounts synced to TB. Both are hotmail accounts. I can send emails from 1 but not the oth,❓;;os:unknown,🚧;fix-problems;t:fix_problems,💌;hotmail;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-09-11 17:09:04 -0700
1423661,2023-09-12,Incoming email missing the body. Every once in a while a complete series of incoming emails has nothing in the body. I click any recent 'good' email. Perhaps th,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-09-11 17:24:02 -0700
1423662,2023-09-12,how to install version 102 when version 115 is already downloaded I want to use ImportExportTools NG but it is not available for version 115. I already download,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-09-11 17:37:31 -0700
1423663,2023-09-12,Thunderbird  in W11 Installed TBird on new computer with W11.  In the Set Up Existing Email Address page after entering the email address and password the messa,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-09-11 18:04:15 -0700
1423665,2023-09-12,Thunderbird email won't download I re-installed Thunderbird but email will still not download.  I can send though. ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-09-11 19:22:45 -0700
1423671,2023-09-12,Asking for password every time I open the client Since this supernova update I'm being asked for my outlook password nearly every single time I open up the clie,❓;;os:unknown,👽;other;t:other,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-11 21:05:29 -0700
1423673,2023-09-12,"Thunderbird Supernova - open email in a new tab with middle mouse button Good morning, how I can enable again opening email in a new tab with click on middle mo",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-09-11 21:28:54 -0700
1423675,2023-09-12,"Thunderbird,POP,Gmail - emails in linked thunderbird inbox, but not showing up in gmail So, I'm helping my mom out with transferring emails from one gmail accou",❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-11 22:16:57 -0700
1423677,2023-09-12,"Latest Thunderbird - Customisation Hi, New here, tho' a long time T'bird user. Upgraded to the latest T'bird the other day. This was on what is now my old W10 P",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-09-11 23:14:13 -0700
1423678,2023-09-12,"Cannot delete mail immediately - new Thunderbird & Gmail Hello, I was using the previous version of Thunderbird without any issue with Gmail and IMAP. I have se",❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-11 23:37:26 -0700
1423679,2023-09-12,Tbird font changes after emoji See image. Why does my font change after using an emoji? ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-11 23:48:20 -0700
1423682,2023-09-12,How to Convert Email and Attachments From Thunderbird to PST? How to Convert Email and Attachments From Thunderbird to PST? Freely manually convert Thunderbird ,❓;;os:unknown,❓;;t:unknown,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,"",2023-09-12 00:22:21 -0700
1423684,2023-09-12,"Message list pane not showing messages SOLVED caused by add-on Hi, I have Thunderbird 115 on a Linux Manjaro installation with several email accounts. Everythin",🐧;Linux;os:linux,🚧;fix-problems;t:fix_problems,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;tb115;tb115blank;,2023-09-12 00:30:30 -0700
1423687,2023-09-12,Grouped messages don't stay collapsed when switching folder in TB 115 My messages are sorted by date ascending order and grouped by sort criteria. Before the ne,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-09-12 01:37:23 -0700
1423689,2023-09-12,Change to Home screen layout Good morning I recently updated my Thunderbird email on Study Computer and on completion found the Home screen had been compressed ,🪟;Windows 10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-12 01:55:20 -0700
1423690,2023-09-12,thunderbird layout Hi! after the update the area with emails in the classic view can not be reduced.  Minimum size enpsricht display with ten emails. on my 13 i,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-09-12 01:59:25 -0700
1423691,2023-09-12,How do I Export Emails from MBOX File to PST File Format in 2023? With Softaken MBOX to PST Convert Tool you can convert large Thunderbird MBOX files to Outlook,❓;;os:unknown,❓;;t:unknown,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,"",2023-09-12 02:00:42 -0700
1423695,2023-09-12,Gmail Spam Thunderbird 115 Stange behavior since update to version 115 When I delete the messages in the spam map (gmail) in thunderbird they stay in de spam fo,❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-12 03:11:33 -0700
1423699,2023-09-12,Vanishing imap emails when transferring a new computer where 115 has only just been installed I'm transferring to a new computer and have installed 115 for the ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;tb115;tb115blank;,2023-09-12 04:07:27 -0700
1423700,2023-09-12,"Update of Thunderbird on a SMB share silently fails without errors Since before version 100, I've had this happening to me on Windows 11. 1 - TB starts, with a ",🐧;Linux;os:linux,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-09-12 04:07:28 -0700
1423701,2023-09-12,forgot password Reset new password ,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,privacy-and-security_1;,2023-09-12 04:26:16 -0700
1423702,2023-09-12,Gmail Folders as Subdirectories are all displayed in root after upgrade to 115 102.150.0: Folders have subdirectories as per image 1 115: Subdirectores are show,❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-09-12 04:29:01 -0700
1423703,2023-09-12,"Access emails saved on laptop I occasionally save emails onto various folders on my hard drive, which are identified as Thunderbird documents. Am I correct in a",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-12 04:38:00 -0700
1423706,2023-09-12,Sfondo mail Ho un Mac versione 10.15.7  il mio Thunderbird versione 102.15.0 non mi consente di impostare sfondo e colore testo mail che vorrei comporre e invia,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-09-12 05:00:54 -0700
1423707,2023-09-12,"Emails from specific senders very slow to mark as Read after being clicked on For the last couple of months, when I click on a new email, it can take up to 30 s",🪟;Windows 11;os:win11,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-09-12 05:03:18 -0700
1423708,2023-09-12,"Changing email address Apologies for asking what may seem a simple question, but being of senior years I'm somewhat bewildered after searching for ages! I have ",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-09-12 05:10:37 -0700
1423710,2023-09-12,"Fail to send calendar event acceptance I have setup several accounts in TB, all working properly. When i receive calendar event emails and accept them though, i",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-09-12 05:52:31 -0700
1423713,2023-09-12,"Suddenly getting ""Server mail.blabla.com.au has disconnected. The server may have gone down or there may be a network problem"" Hi there, I am on Windows 11 Pro ",🪟;Windows 11;os:win11,🔏;privacy-and-security;t:privacy_and_security,💌;Outlook;m:microsoftemail,🇩;Defender;av:defender,❓;;uc:unknown,privacy-and-security_1;,2023-09-12 06:15:42 -0700
1423718,2023-09-12,emails thunderbird I stopped getting emails a few days ago. The status bar is saying null. I use optimum.net as server.  Its a pop email. I am still receiving e,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-09-12 07:58:04 -0700
1423724,2023-09-12,sent folder missing since upgrade to 115.2.1 running Thunderbird 115.2.1 on an iMac with OS Ventura 13.5. Sent and Draft folders are blank. ,🍎;Ventura;os:macos,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-12 08:44:27 -0700
1423725,2023-09-12,connection secure or what is this ... ? Hello team !! Here is TB 118.0b3 with Linux (Solus 4.4). It seems to be a connection error - but everything works normal,🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-09-12 08:58:30 -0700
