id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1421035,2023-08-13,Reinstall Without Losing Saved Mail? I've been living with the inability to send email from Thunderbird since early July and it has been very inconvenient.  I'v,❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Spectrum;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-12 18:21:04 -0700
1421037,2023-08-13,Thunderbird inbox mail delete fails with TRYCREATE server exception 'Intermittent fault in TB client with MSExchange Server backend when deleting Inbox mail. Ma,❓;;os:unknown,🚧;fix-problems;t:fix_problems,💌;MSExchange;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-12 20:01:59 -0700
1421046,2023-08-13,"flatpak version 115 does not recognise my existing profile I have been using v102 for some time now, but decided to migrate to v115. I decided to install the fl",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-13 00:17:27 -0700
1421047,2023-08-13,"Installed Thunderbird on my NEW laptop. It looks fine on the laptop, but when I connect my external display, the font is REALLY hard to read. Is there anything ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-08-13 00:19:50 -0700
1421048,2023-08-13,Some (not all) sent mails being duplicated in Sent folder I use Thunderbird - currently v115.1 x64 on Windows - as the client for my Protonmail account. Lately ,❓;;os:unknown,👽;other;t:other,📨;Protonmail;m:protonmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-13 00:23:37 -0700
1421055,2023-08-13,"Calendar: CalDAV: recv: No session found via bearer token I have multiple CalDav calendars, hosted with Fastmail and authenticated by the same oauth2 account. S",❓;;os:unknown,📅;calendar;t:calendar,📧;Fastmail;m:fastmail,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-08-13 05:44:08 -0700
1421056,2023-08-13,"Timestamp-format when forwarding an email Hi, the following issue is pretty version independent. Happens as well in the 102.x as the new 115.x branch: i have no",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-13 05:47:07 -0700
1421057,2023-08-13,How do I VERY EASILY get a translator to my LENOVO LAPTOP? See the header. ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-13 06:01:47 -0700
1421063,2023-08-13,email filtering I have filters setup using the email addresses but Thunderbird isnt sending the messages to the designated boxes. Any ideas? ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-13 07:11:42 -0700
1421074,2023-08-13,"HTML? Hello, I have several problems with Thunderbird 102.14.0 (win 11): 1) on top of a message, instead of the address of the sender it shows the address of de",🪟;win 11;os:win11,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-13 09:11:19 -0700
1421078,2023-08-13,"still waiting for a password reset cannot get a password reset as all the passwords i know have failed, ????i pay for firefox yet someone got in and wiped all m",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,privacy-and-security_1;,2023-08-13 10:05:39 -0700
1421081,2023-08-13,"Thunderbird Supernova UI fonts/colors Hi, what are the CSS selectors necessary to update the folder list and the list of emails in Supernova 115.1.0+? Following",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-13 11:25:19 -0700
1421082,2023-08-13,"See all correspondents in Sent folder messages when using a cc list using Reply All I ""Reply all"" to a message.  In the Reply All, one person is named on the To",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-13 11:42:29 -0700
1421086,2023-08-13,Card view 115 I like the new card view in 115 but when using unified folders is there a way to add a colour or a name for which account they are from? ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-08-13 12:10:00 -0700
1421100,2023-08-13,Thunderbird (v. 115.1.0) for Mac (running Ventura 13.5) won't send or download email from Earthlink/Mindspring Webmail Thunderbird (v. 115.1.0) for Mac (running,🍎;Ventura;os:macos,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-13 14:56:13 -0700
1421101,2023-08-13,why did thunderbird update to V115 delete my exhisiting thunderbird profile? why did thunderbird update to V115 delete my exhisiting thunderbird profile? ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-13 15:37:42 -0700
1421104,2023-08-13,APP Android Bom dia! Já existe alguma versão do Thunderbird para Android? Se sim onde posso baixar? Obrigado! ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-08-13 16:29:11 -0700
1421105,2023-08-13,"Default profile not visible on monitor, but other two profiles are Running Thunderbird Ver. 102.14.0 (32-bit).  Have used TB for 25 years.   Running on an HP De",🪟;Windows 10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-08-13 16:40:24 -0700
