id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1414417,2023-05-28,"Complicated Email Situation I tried using Braxmail, which is a fine Thunderbird product. However, I am wanting to get my Apple Mail program on to the Thunderbir",❓;;os:unknown,🛠;download-and-install;t:download_and_install,📨;Protonmail;m:protonmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-27 17:19:56 -0700
1414418,2023-05-28,"beta thunderbird problem Outgoing and incoming server settings for email customizations are in different windows, causing a lot of confusion when setting up ema",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-27 18:56:28 -0700
1414420,2023-05-28,"kann mein archive nicht sehen. habe viele unterordner. i cannot see my archive ordner, i have a lot of subornr. see in subject i want to sync my rules. ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-27 19:21:10 -0700
1414442,2023-05-28,Calendar Month View I've been using Calendar in Thunderbird. I prefer to have the current week at the top of the  Calendar view but haven't figured a way to do ,❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-05-28 04:03:05 -0700
1414443,2023-05-28,Thunderbird 114 Migration problems: 1. Import of accounts and address books from v102 was not automatic. Shouldn't it be?  Not even any instruction that this wa,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;tbbetasn;,2023-05-28 04:08:08 -0700
1414447,2023-05-28,"Text in Message creation window displayed in Bold Greetings, I'm certain this is self inflicted, but for the life of my I can't figure what I did. I've got Thun",🪟;Windows 10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-28 05:45:20 -0700
1414451,2023-05-28,"FINALLY! Solved my cannot send problem,but the solution makes me nervous. Hello: Last time before today when I sent email was 23Oct 21!  What fixed it was setti",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-05-28 06:36:11 -0700
1414463,2023-05-28,je n'arrive plus à me connecter au courrier entrant je n'arrive plus à me connecter au courrier entrant ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-28 11:27:01 -0700
1414465,2023-05-28,Thunderbird Address Book I imported a google contacts export csv. Problem is the phone numbers format have no dashes between the different parts of the number. ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-28 11:48:38 -0700
1414471,2023-05-28,Thunderbird email unable to verify password when trying to add and login an email account of gmail the settings are set right i think? Does google have to verif,🐧;ubuntu;os:linux,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-28 13:25:52 -0700
1414473,2023-05-28,"integration calendar Hi community, I can not integrate my strato calendat url. Any duggestions? Thanks. Peter ",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-05-28 13:49:33 -0700
1414474,2023-05-28,Missing Folders/subfolders I had to reset win10 and used a satellite drive to move all my Mozilla and Thunderbird app/files in their entireity via drag and drop,🪟;win10;os:win10,🛠;download-and-install;t:download_and_install,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,download-and-install_1;,2023-05-28 14:15:28 -0700
1414476,2023-05-28,"email question I am trying to set up a 2nd yahoo email address on Thunderbird and I am getting an error message ""server already exists ",❓;;os:unknown,👽;other;t:other,🇾;yahoo;m:yahooemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-28 15:07:45 -0700
1414477,2023-05-28,Mozilla unresponsive Ready to change email server. So sick of how slow it is even just to load a message ,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-28 16:04:56 -0700
