id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1428633,2023-10-24,"With Thunderbird, the INBOX, Sent BOX  and all other BOXES are completely BLANK, empty.  Nothing but WHITE SCREEN!! Hello, I've been a happy Thunderbird user fo",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-23 17:12:47 -0700
1428634,2023-10-24,Marking as read Email not being marked as read in 115.3.3. It seems to be mostly advertising emails that are not marked as read when clicking on them. Settings ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-23 18:05:26 -0700
1428636,2023-10-24,"Place a hyperlink in email Since Thunderbird changed recently, I have had a problem placing a hyperlink in an email. When writing an email, and then click on In",🪟;Windows 7;os:win7,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-23 18:45:19 -0700
1428639,2023-10-24,HELP! My Thunderbird updated on me and my classic view with the   Buttons is GONE.   Does not look anything like the previous version.. How do I get my old view,🪟;windows-7;os:win7,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,windows-7;desktop;other;firefox-1150;,2023-10-23 20:56:25 -0700
1428640,2023-10-24,Reverting back to 102 from 115 is not sticking. —  What do I need to do? 115 is awful. I want out.  I have deleted it.  Emptied Trash. (mac)  I only use Thunder,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-10-23 21:04:55 -0700
1428643,2023-10-24,collegamento a GMAIL - Thunderbird mi chiede la password per gnail - inserisco la password - Accesso al  server imap.gmail.com con nome utente non riuscito. rip,❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;GMAIL;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-23 21:46:26 -0700
1428647,2023-10-24,"scrolling in thunderbird how can you scroll in thunderbird, in the older version i could scroll but now i cant, i can scroll in any browser but not in thunderbi",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-23 23:48:19 -0700
1428648,2023-10-24,"Auto-publish calendar How do you set auto-publish of calendars via WebDav? Now it works, but you must each time click publish... Isn't there a way to make it au",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-10-24 00:34:21 -0700
1428650,2023-10-24,From name not updated for incoming email I have a number of contacts where the email address reflects the person's position. Over time the person in this positi,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-24 01:12:57 -0700
1428651,2023-10-24,"Caracteres regionales no reconocidos Buenos dias, Tengo un problema al recibir algunos correos, le cambia los caracteres regionales por ? (ver imagen recibidos)",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-24 02:05:55 -0700
1428652,2023-10-24,"After clicking ""open message in conversation"", the new tab doesn't show email subject After clicking ""open message in conversation"" at any E-mail messages, the ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-10-24 02:20:31 -0700
