id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1415433,2023-06-09,What am I goiing to use for an email program? What do you suggest i use for an email program if you go forward with the Microsoft like abortion of Thunderbird? ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-08 18:50:42 -0700
1415435,2023-06-09,Local Folders Dropdown showing in interface I have Thunderbird 115.0b1 installed on two computers in my home.  Both have Thunderbird set up exactly the same to ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-08 19:21:29 -0700
1415436,2023-06-09,Email & Certificates I have Thunderbird set up to pull email from 5 different email accounts/servers. For two of these (ultimately the same host but two differe,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-08 19:42:52 -0700
1415439,2023-06-09,"My Sender's Name I have recently installed Thunderbird version 102.12.0 as my email server. I created a ""Default Identity"" and put in my first and last name in ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-08 20:49:46 -0700
1415441,2023-06-09,How to find out what is in Thunderbird knowldge base and how to access it? Is there a Table of Contents?  Is KB up-to-date with versions?  Is KB on web?  where?,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-08 22:16:59 -0700
1415444,2023-06-09,"Inbox opens, but doesn't bring ant new mail in. It stop late Tuesday or early Wednesday. A text input window keeps poping up asking for the e-mail password.rd. ",🪟;WINDOWS 10;os:win10,🚧;fix-problems;t:fix_problems,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-08 23:03:04 -0700
1415445,2023-06-09,"Installing a second s/mime certificate fails When I try to import a second s/mime certificate in thunderbird it failes with the following message: ""The PKCS #12",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-08 23:05:24 -0700
1415446,2023-06-09,"Thunderbird levelező rendszer Több éve működik a Thunderbird levelező rendszerem Kb. egy hete, üzenettörlések után a következő hibajelenség állt elő: az üzenete",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-08 23:41:43 -0700
1415449,2023-06-09,"Thunderbird Kedves Címzett! Számomra nagyon zavaró, hogy a leveleket témacsoportokba rendezi a levelező program. Szeretném látni az összes levelemet, érkezési s",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-09 00:21:23 -0700
1415455,2023-06-09,Change colour of threaded messages The one big problem I have regularly with Thunderbird is losing important messages because they are hidden away in a thread. ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-09 03:06:11 -0700
1415456,2023-06-09,Open Thunderbirt in hidden mode-Windows 10 I need to open Thunderbird in hidden mode. I have tried various methods but none worked.  I have write vba script: Di,🪟;Windows 10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-09 03:29:53 -0700
1415457,2023-06-09,"Thunderbird Linux not a workable software I just cant find my messages anymore. cant get sorted by date, or sorted by correspondent. chaos. and this is not the ",🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-09 03:47:36 -0700
1415459,2023-06-09,"Message Pane / tabs - Keep loaded? Hello, I use Thunderbird as my RSS reader, it actually works really well, thanks Thunderbird. However, I have one nagging ann",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-09 03:52:00 -0700
1415460,2023-06-09,I want to change from Mailfence to Thunderbird When I signed up I was sent to Mailfence.  I want to switch to Thunderbird.  How is that done? ,❓;;os:unknown,👽;other;t:other,📯;Mailfence;m:mailfence,❓;;av:unknown,❓;;uc:unknown,other;needsinfo;,2023-06-09 03:54:59 -0700
1415461,2023-06-09,Visualizzazione email in Thunderbird 102.11.2 (32 bit) e 102.12.0 (32 bit) Buongiorno Ogni tanto qualche mail viene visualizzato male. Mi e' gia' successo 4 vol,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-09 04:50:32 -0700
1415462,2023-06-09,"gmail messages get bounced back Hi, I am unable to send any email messages to gmail addresses. This is the message I get every time  :  Reason: A message that y",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-09 05:05:39 -0700
1415465,2023-06-09,Thunderbird losing email contents Thunderbird has lost the main body of emails from family members that I had archived over a year ago.  The message subject sti,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-09 06:00:57 -0700
1415466,2023-06-09,"Mozilla Thunderbird running under MacOS slow performance Hi, Lately I am experiencing slow performance in Mozilla Thunderbird. When I open a folder it takes a w",❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;Google Mail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-09 06:16:15 -0700
1415472,2023-06-09,"Outlook no longer compatible with POP or IMAP Hi there, I've used (and liked using) Thunderbird as my email platform for more than a decade now. This morning I ",❓;;os:unknown,👽;other;t:other,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-09 07:47:16 -0700
1415478,2023-06-09,thunderbird for mac os 10.11.6 Capitan?? where i get any version of thunderbird for mac os 10.11.6 Capitan?? Thank you ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-09 08:33:44 -0700
1415482,2023-06-09,"I can't get Thunderbird to recognize my password.  How do I reset it? I rebooted my computer and now Thunderbird says, ""Sending of password for user johnrp9265@",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,🇪;eset;av:eset,❓;;uc:unknown,fix-problems;,2023-06-09 09:23:23 -0700
1415483,2023-06-09,"Cannot receive email suddenly. I was receiving my email from outlook.com and part way through, I get this message: The STAT command did not succeed. Error getti",❓;;os:unknown,🚧;fix-problems;t:fix_problems,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-09 09:29:27 -0700
1415484,2023-06-09,canot download eule_fur_exchange because not verified 'could not install eule_fur_exchange-1.2-tb.xpi because  it has not been verified' I am trying to get that,❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Microsoft 365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-09 09:48:25 -0700
1415490,2023-06-09,"STAT command error TBird v102.12.0, 32bit, WIn7Ent. Just started this morning, I'm getting the following error on one POP3 account: The stat command did not suc",❓;;os:unknown,👽;other;t:other,💌;outlook;m:microsoftemail,🇪;eset;av:eset,❓;;uc:unknown,other;,2023-06-09 10:51:39 -0700
1415491,2023-06-09,Blocco nell'invio della email. Si blocca nell'invio della email. Thunderbird inizia il controllo ortografico e si blocca alla prima segnalazione e posso chiuder,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-09 10:51:52 -0700
1415494,2023-06-09,Thunderbird Menu Options missing I have no usable Menu options at the top of the Thunderbird email screen.  I hit a wrong key yesterday and things such as Write,🪟;Windows 10;os:win10,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-09 11:27:19 -0700
1415495,2023-06-09,"MICROSOFT OUTLOOK.OFFICE365 AUTHORIZATION Please Help Need Authorization for debora@reprographicsupply.com emails to forward to our Thunderbird software, Micros",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,💌;OUTLOOK;m:microsoftemail,🇪;eset;av:eset,❓;;uc:unknown,privacy-and-security_1;,2023-06-09 11:35:19 -0700
1415497,2023-06-09,"Contact Group Lists Does or will Thunderbird provide capability for Contact Group Lists and Contact Sub-Folders as does Microsoft Outlook, which I am looking to",❓;;os:unknown,🔩;customize;t:customize,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-09 11:52:37 -0700
1415499,2023-06-09,Luisfer1 Tengo instalado Thunderbird con mi cuenta de correo de IONOS. Cuando envío correos  a cuentas gmail me salen rechazadas con el siguiente mensaje: Mail ,❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-09 11:53:31 -0700
1415501,2023-06-09,Not receiving Exchange messages in Thunderbird Stopped receiving my emails using Exchange in Thunderbird. Still receiving on iPhone ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-09 12:06:36 -0700
