id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1427478,2023-10-14,Message counts dissapeared with Firefox V115 Message numbers tally count have disappeared in all categories see below after newest update to Firefox V115.3.2 In,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-13 17:16:22 -0700
1427480,2023-10-14,"Recover Thunderbird Address Book Hello, I'd like to recover my T address book. It is located on a backup disk. Is there a file I can search for and simply copy ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-13 17:32:18 -0700
1427482,2023-10-14,"I lost my ""customize toolbar"" Hi All, thunderbird-115.3.1-1.fc38.x86_64 I have a good and a bad profile.  The bad profile, I am able to move the message pane to",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-13 18:01:44 -0700
1427484,2023-10-14,"How do I transfer ... Hi All, thunderbird-115.3.1-1.fc38.x86_64 I have a bad profile and a new, good profile.  I DO NOT want to transfer the entire profile. How",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-13 18:38:45 -0700
1427486,2023-10-14,"Calendars missing all data, ""momentarily not available"" Please afford me a little patience because I probably shouldn't even be using Thunderbird and I'm going ",🐧;linux;os:linux,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-10-13 19:02:59 -0700
1427487,2023-10-14,"folder panel in 115.3.2 (64-bit), the option menu to select/remove folder sizes disappeared and won't come back Updated to 115.3.2.  While playing around with t",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-10-13 20:01:11 -0700
1427489,2023-10-14,"Mozilla (Supernova) version 115.3.2 receiving emails but not sending. Hi all, my Mozilla (Supernova) version 115.3.2 is receiving emails but not sending them. I",🪟;Windows 10;os:win10,👽;other;t:other,💌;Outlook;m:microsoftemail,🅰;AVG;av:avast,❓;;uc:unknown,other;,2023-10-13 21:20:18 -0700
1427495,2023-10-14,Printing in Microsoft Thunderbird. I open a file in Thunderbird. Select PRINT and instead of PRINT it shows SAVE TO PDF. At the bottom of the it shows SAVE wher,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,mobile;customize;,2023-10-13 23:06:06 -0700
1427498,2023-10-14,"indirizzo Email del mittente Fino alla scorsa versione cera un ""trucco"" per vedere l'indirizzo Email del mittente.  (e cioè il componente aggiuntivo full_addres",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,🇨;comodo;av:comodo,❓;;uc:unknown,customize;,2023-10-13 23:55:29 -0700
1427499,2023-10-14,"Rimozione contatti su Thunderbird Nel mio Thunderbird ho 5 rubriche con un totale di più di 3000 contatti, moltissimi ripetuti . Vorrei eliminarne un pò possibi",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-10-14 01:01:31 -0700
