id,created,updated,title,content,tags,product,topic,locale,answers,creator
1407184,2023-03-05 17:40:16 -0800,2023-03-05 17:51:54 -0800,Appointment text is missing in invitation mails,"<p>Hello all, </p><p>in invitations the appointment text is missing if I send the invitation with Thunderbird. If I send it with Outlook, the text is visible at the receiver side. </p><p>Unfortunately, this bug keeps me from using Thunderbird. How am I supposed to send invitations if the recipient can't see the content? </p><p>Greetings </p>",calendar;,thunderbird,calendar,en-US,1569191;,Thunderbirdnoob
1407188,2023-03-05 18:19:01 -0800,2023-03-05 21:47:28 -0800,tasto opzioni sparito,"<p>buongiorno,  non riesco a trovare il tasto opzioni. Sembra essere sparito nel nulla. QUalcuno potrebbe aiutarmi&nbsp;? </p>",privacy-and-security_1;,thunderbird,privacy-and-security,it,1569219;,n.parasporo
1407190,2023-03-05 19:10:40 -0800,2023-03-05 19:10:40 -0800,Indexation of emails,"<p>Hi, since a few weeks ago, Thunderbird started to index emails. Addiotionally, the indexation is not being done correctly since some responses to a given email appear indexed to another different initial email. I already removed the selection of indexation option in settings, general but the problem remains. </p><p>The program has always worked fine without this option being activated and I want to keep in that way. Therefore, I request help to: i) remove indexation in future emails; ii) remove the already existing indexation. </p><p>My version is 102.8.0 (32-bit). </p><p>Thanks for developing the program and helping with this problem, Joaquim </p>",other;,thunderbird,other,en-US,"",pratas.leitao
1407192,2023-03-05 19:42:26 -0800,2023-03-08 17:30:41 -0800,How to select S/MIME as default for new messages,"<p>Hello, </p><p>I have been experimenting with OpenPGP and S/MIME to see what fits best for my use case and decided to go with my S/MIME certificate. It works fine, I de-selected the PGP settings and removed the key, but for new emails, it still defaults to selecting PGP for digital signing, etc. Because no key is present it just does nothing. I need to manually click that button and choose S/MIME every time. ` </p><p>Is there no way to have S/MIME as the default for new messages? </p><p>I have attached how the new email window looks by default and my end-to-end encryption settings. I would greatly appreciate any helpful directions on where to change the default. I searched through settings and online but found nothing about this. </p><p>Thanks! Paul </p>",privacy-and-security_1;,thunderbird,privacy-and-security,en-US,1569662;,arkensor
1407196,2023-03-05 20:12:55 -0800,2023-03-05 21:55:08 -0800,Come revocare l'autorizzazione ai contenuti remoti di un messaggio che siano stati autorizzati per errore?,"<p>Salve, come da oggetto, recentemente, causa distrazione, mi è capitato di aver autorizzato per errore i contenuti remoti dalle sorgenti di un messaggio indesiderato, e nonostante abbia tentato in tutti i modi di tornare indietro sui miei passi (almeno per gli eventuali sucessivi messaggi indesiderati aventi contenuti remoti provenienti dalle medesime fonti), non ci sono riuscito, e non so neppure se aver successivamente flaggato quello specifico messaggio come indesiderato, possa aver automaticamente annullato l'erronea operazione precedente. Pertanto le mie domande sono le seguenti: </p><p>- Come si può revocare l'autorizzazione precedentemente concessa ai contenuti remoti di un messaggio che siano stati autorizzati per errore o per ripensamento? </p><p>- Non sarebbe possibile fare in modo che la barra delle notifiche che contiene il pulsante ""Opzioni"", ospitante le impostazioni relative ai contenuti remoti di ogni massaggio, rimanga visibile anche dopo aver eventualmente optato per una delle possibili autorizzazioni, in modo da poter tornare velocemente sui propri passi, o poter scegliere una diversa opzione, cambiando eventualmente solo l'aspetto della medesima una volta che si è flaggata una delle opzioni disponibili (anziché farla sparire)? </p><p>Grazie mille per qualsiasi supporto. Cordiali saluti </p>",privacy-and-security_1;,thunderbird,privacy-and-security,it,1569221;,robikerki
1407199,2023-03-05 20:46:40 -0800,2023-03-06 00:01:22 -0800,setting up safe senders,"<p>how and where do I set up ""Safe Senders"" in Mozilla Thunderbird? Have looked at some previous anwsers but they all refer to using Options setting which isn't available in Thunderbird tools tab </p>",desktop;privacy-and-security_1;windows-10;firefox-1100;,thunderbird,tips-and-tricks,en-US,1569227;,jackystep
1407207,2023-03-05 22:54:25 -0800,2023-03-05 22:54:25 -0800,Gmail folders appearing under non-Gmail accounts,"<p>I have several email addresses that are not Gmail.  Under each email account in Thunderbird, the usual folders appear - Inbox, Drafts, Sent, Spam and Deleted.  But then there is a folder labelled [Gmail], in italics, which when opened shows a string of other folders.  Thunderbird set up each account automatically; I did not touch the settings.  Could someone please explain why those Gmail folders are appearing, what is their purpose and can I safely delete them? </p><p>Also - I have one Gmail account that I now wish to add to Thunderbird.  Will that affect the Gmail folders under the non-Gmail accounts? </p><p>My Thunderbird version is 102.8.0 </p><p>Many thanks for the help. </p>",other;,thunderbird,other,en-US,"",l.ward890
1407211,2023-03-05 23:34:19 -0800,2023-03-05 23:38:22 -0800,Password trouble,<p>I use thunderbird for a protonmail address. Worked fine until I moved house (now fibre broadband). After a couple of weeks of being offline my password doesn't work through thunder bird. Windows 10. </p>,privacy-and-security_1;,thunderbird,privacy-and-security,en-US,1569224;1569225;,goodshepherds
1407215,2023-03-06 00:27:03 -0800,2023-03-06 00:27:03 -0800,Thunderbird 102.7.1 reset my UI ???,"<p>This update reset my UI preferences! Not nice! Takes time to go back in and fix your rude reset! I use Linux Mint  </p><p>System: </p><pre> Kernel: 5.15.0-67-generic x86_64 bits: 64 compiler: gcc v: 11.3.0 Desktop: Cinnamon 5.6.7    tk: GTK 3.24.33 wm: muffin dm: LightDM Distro: Linux Mint 21.1 Vera base: Ubuntu 22.04 jammy </pre> <p>Machine: </p><pre> Type: Desktop Mobo: N/A model: HX90 serial: &lt;superuser required&gt; UEFI: American Megatrends LLC.    v: 5.19 date: 10/11/2021 </pre> <p>Battery: </p><pre> Device-1: hidpp_battery_0 model: Logitech M705 serial: &lt;filter&gt; charge: 100% status: Discharging </pre> <p>CPU: </p><pre> Info: 8-core model: AMD Ryzen 9 5900HX with Radeon Graphics bits: 64 type: MT MCP arch: Zen 3    rev: 0 cache: L1: 512 KiB L2: 4 MiB L3: 16 MiB  Speed (MHz): avg: 2829 high: 4374 min/max: 1200/4679 boost: enabled cores: 1: 2752 2: 4374    3: 2773 4: 2557 5: 3171 6: 2494 7: 2190 8: 2707 9: 2873 10: 2415 11: 3234 12: 1916 13: 2293    14: 2858 15: 2998 16: 3672 bogomips: 105397  Flags: avx avx2 ht lm nx pae sse sse2 sse3 sse4_1 sse4_2 sse4a ssse3 svm </pre> <p>Graphics: </p><pre> Device-1: AMD Cezanne driver: amdgpu v: kernel pcie: speed: 8 GT/s lanes: 16 ports:    active: HDMI-A-2 empty: DP-1,DP-2,HDMI-A-1 bus-ID: 04:00.0 chip-ID: 1002:1638  Display: x11 server: <a href=""http://X.Org"" rel=""nofollow"">X.Org</a> v: 1.21.1.3 driver: gpu: amdgpu note:  X driver n/a display-ID:&nbsp;:0    screens: 1  Screen-1: 0 s-res: 1920x1080 s-dpi: 96  Monitor-1: HDMI-A-1 mapped: HDMI-A-2 model: Asus PB287Q res: 1920x1080 dpi: 79    diag: 708mm (27.9"")  OpenGL: renderer: RENOIR (renoir LLVM 15.0.6 DRM 3.42 5.15.0-67-generic) v: 4.6 Mesa 22.2.5    direct render: Yes </pre> <p>Audio: </p><pre> Device-1: AMD Renoir Radeon High Definition Audio driver: snd_hda_intel v: kernel pcie:    speed: 8 GT/s lanes: 16 bus-ID: 04:00.1 chip-ID: 1002:1637  Device-2: AMD Raven/Raven2/FireFlight/Renoir Audio Processor driver: N/A pcie: speed: 8 GT/s    lanes: 16 bus-ID: 04:00.5 chip-ID: 1022:15e2  Device-3: AMD Family 17h HD Audio vendor: Realtek driver: snd_hda_intel v: kernel pcie:    speed: 8 GT/s lanes: 16 bus-ID: 04:00.6 chip-ID: 1022:15e3  Device-4: C-Media Audio Adapter (Unitek Y-247A) type: USB    driver: cmedia_hs100b,snd-usb-audio,usbhid bus-ID: 1-1:2 chip-ID: 0d8c:0014  Sound Server-1: ALSA v: k5.15.0-67-generic running: yes  Sound Server-2: PulseAudio v: 15.99.1 running: yes  Sound Server-3: PipeWire v: 0.3.48 running: yes </pre> <p>Network: </p><pre> Device-1: Intel Ethernet I225-V driver: igc v: kernel pcie: speed: 5 GT/s lanes: 1 port: N/A    bus-ID: 02:00.0 chip-ID: 8086:15f3  IF: eno1 state: up speed: 1000 Mbps duplex: full mac: &lt;filter&gt;  Device-2: MEDIATEK driver: mt7921e v: kernel pcie: speed: 5 GT/s lanes: 1 port: N/A    bus-ID: 03:00.0 chip-ID: 14c3:0608  IF: wlp3s0 state: up mac: &lt;filter&gt;  IF-ID-1: tun0 state: unknown speed: 10 Mbps duplex: full mac: N/A </pre> <p>Bluetooth: </p><pre> Device-1: MediaTek Wireless_Device type: USB driver: btusb v: 0.8 bus-ID: 3-4:3    chip-ID: 0e8d:0608  Report: hciconfig ID: hci0 rfk-id: 0 state: up address: &lt;filter&gt; bt-v: 3.0 lmp-v: 5.2    sub-v: 2202 </pre>",other;,thunderbird,other,en-US,"",billmcg1
1407216,2023-03-06 00:27:40 -0800,2023-05-14 23:21:06 -0700,"Thunderbird 111.0b2, can't move multiple emails in search","<p>I've benn updated to the new 111.0b2 and there are a few things. One is whenever I use the search window to find emails I'm no longer able to move multiple emails to a folder. I have them selected but when dragging it's not taking them all, just the first one in the search list. It this a beta thing or is there a setting i'm not seeing&nbsp;:). thank you </p>",other;,thunderbird,other,en-US,1569276;1569407;1580441;1580725;1580727;,dan31
