id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1415730,2023-06-13,Renamed folder using webmail and now folder no longer shown by Thunderbird (POP email) Using Thunderbird 102.12.0 on Windows 10. I renamed a folder using the we,🪟;Windows 10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-12 17:40:55 -0700
1415732,2023-06-13,"T. program freeze while composing emails when typing emails Thunderbird will suddenly freeze and only come alive again after 5 or 10 seconds wait time. Also, if",🪟;Windows 7;os:win7,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-12 17:48:32 -0700
1415733,2023-06-13,"Gmail OAuth2 Screen Not Loading I just installed TB on a new computer and when I try to log in to a Gmail account, the screen to sign in to Gmail opens, but the",❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-12 17:52:25 -0700
1415742,2023-06-13,Velocità di invio Buongiorno. Come è possibile che l'invio di e-mail con allegato anche di pochi Kb rallenta notevolmente l'inoltro? La velocità di inoltro di e,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-12 23:28:22 -0700
1415752,2023-06-13,"Thunderbird nem tud egy idő után csatlakozni a levelező szerverhez Imap letöltéshez Üdvözlet! Imap csatlakozást használunk egy levelező szerverhez. 4 gép, kb 60",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-13 02:03:29 -0700
1415756,2023-06-13,"thunderbird  si blocca per quasi un minuto allo scarico delle mail Pensavo fosse un problema del precedente PC ancora con disco in tecnologia HDD, il passaggio ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-13 03:13:15 -0700
1415759,2023-06-13,"Late Thursday, 06/08/2023, or early Friday, my e-mail on Thunderbird went down. Now this account won't link to server, can't dlete or reinstal.just locked in a ",🪟;WINDOWS 7;os:win7,🚧;fix-problems;t:fix_problems,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-13 03:41:02 -0700
1415763,2023-06-13,The images in my incoming emails are too large for my screen. How do I reduce the size of incoming email images? They are HUGE! and don't fit on the screen. Tha,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-13 04:40:21 -0700
1415770,2023-06-13,"Ver los correos por fechas separadas Hola, sé que es posible ver los correos por fechas ascendente y descendente. Pero es posible asignar los correos por sub-gr",❓;;os:unknown,🔩;customize;t:customize,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-13 05:43:06 -0700
1415771,2023-06-13,Sent folder is missing My sent folder has been missing for a while. I have tried suggested solutions to get it back but nothing has worked. I only have Trash an,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-13 05:46:02 -0700
1415776,2023-06-13,Microsoft 365 I was forced to migrate to Microsoft 365 for my website which is hosted by Go Daddy.  Since I have done that I have had nothing but problems sendi,❓;;os:unknown,👽;other;t:other,💌;Microsoft 365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-13 06:41:24 -0700
1415777,2023-06-13,"Mail Instalation Merhaba iyi günler, Bir mail sistemi kurduk. Kurduğumuz mail acountlarını Thunderbird Windows 10/11 sürümlerine kurmaya çalıştığımızda sunucu a",🪟;Windows 10;os:win10,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-13 06:54:33 -0700
1415786,2023-06-13,Deleting SELECTED e-mails ONLY on server using Thunderbird while keeping everything on my PC Hello Thunderbird Community! I have an issue that MANY people encou,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-13 08:50:18 -0700
1415787,2023-06-13,Unable to set up existing email addresses Thunderbird stopped working. I have deleted old and downloaded a new install. If I close Thunderbird and then reopen I,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-13 09:02:56 -0700
1415792,2023-06-13,"Cannot drag and drop folders and subfolders to new location under inbox When I had windows 10 and a few previous Thunderbird versions, I had no issues dragging ",🪟;windows 10;os:win10,🚧;fix-problems;t:fix_problems,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-13 10:14:11 -0700
1415801,2023-06-13,authentication error after power outage I get authentication error for imap.gmail.com when trying to open new mail. Stored passwords are correct but Oauth passw,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-13 11:53:34 -0700
1415804,2023-06-13,Event addendees not recieving their invites Greetings: This issue I've experienced is attendees added to events are not received their invites.  Was happening i,🪟;Windows 11;os:win11,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-06-13 12:02:24 -0700
1415805,2023-06-13,"Re-build address book I had to rebuild my Windows PC recently and, although I can access all my Thunderbird mail folders, the address book has disappeared and I",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-13 12:14:32 -0700
1415807,2023-06-13,all company emails to any gmail accounts are bouncing back as undeliverable All emails from our work email hosted on Thunderbird (....@blueoceangolf.ca) TO any ,❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-13 12:54:24 -0700
1415808,2023-06-13,"Cannot see sent emails from existing Office365 account Hello, I just started using Thunderbird 115.0b1 (64-bit) with my Office365 account. I could successfully ",❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Office365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-13 13:00:32 -0700
1415811,2023-06-13,"After forcefully reinstalling Thunderbird, I am unable to recover my tasks and events After forcefully re-installing Thunderbird, I am unable to recover my task",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-06-13 13:13:58 -0700
1415812,2023-06-13,"The Same Emails Have Been Downloading Since 4 AM EST, and New Emails Are Not Coming Through the Inbox. Please Help I noticed this issue happened a few years ago",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-13 13:18:39 -0700
1415815,2023-06-13,Lost import from Gmail At sometime from 6/11 and 6/12 I have lost my importing of emails from my Gmail acct. This is set up as a pop but I have other inside my ,❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-13 13:39:58 -0700
1415817,2023-06-13,"How do I get Gmail to delete messages that I move to TB local folders? TB 102.10.0, IMAP to Gmail: I routinely download messages from my Inbox to local folders,",❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-13 14:14:06 -0700
1415818,2023-06-13,Can't setup gmail accounts with Thunderbird on Ubuntu 22.04 I have Thunderbird setup handle gmail accounts on this computer and 4 others. But Thunderbird won't ,🐧;Ubuntu;os:linux,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-13 14:25:01 -0700
