id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1412716,2023-05-08,"Thunderbird memory issues under MacOS I am using Thunderbird 102.10.1 (64-bit) under MacOS Catalina 10.5.7.  Recently, whenever I start TBird, it takes a long t",🍎;Catalina;os:macos,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-05-07 18:19:12 -0700
1412718,2023-05-08,Cat problem with IRC setting messed up account settings window We no longer have access to our account settings = on account of a cat we presume must have tread,🐧;Linux;os:linux,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-05-07 20:31:55 -0700
1412720,2023-05-08,"Thunderbird upgrade ‘With the Thunderbird upgrade, I cannot log in to Thunderbird now with the old Thunderbird login (docs say this is no longer valid) nor with",🪟;Windows 10;os:win10,🛠;download-and-install;t:download_and_install,📮;gmail;m:gmail,🇪;eset;av:eset,❓;;uc:unknown,download-and-install_1;,2023-05-07 21:08:24 -0700
1412728,2023-05-08,"thunderbird supernova (115) - manual sorting of favorites within ""favorite folders"" view hi. just installed tb 113.0b6 on macOS ventura 13.3.1 (a) to check, if ",🍎;ventura;os:macos,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-05-08 01:11:18 -0700
1412732,2023-05-08,"OAuth2 ""400 redirect_uri does not match the Callback URL"" Hello!  Windows 11 22H2 22621.1555 + Thunderbird 102.10.1 (64-bit) I face a problem with Yandex mailbo",🪟;Windows 11;os:win11,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;needsinfo;,2023-05-08 03:00:31 -0700
1412733,2023-05-08,why would my mozilla account ip address get blacklisted can not get my comcast email  says my ip address is blacklisted  but can get me email directly from comc,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-08 03:33:23 -0700
1412737,2023-05-08,problem sending emails and replying Why do I get this message when replying to emails Ive recieved ?! My account setting are correct . see attachment . Thanks ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-08 04:42:16 -0700
1412741,2023-05-08,"Can not download emails but can send emails Beginning last week, I have been unable to download emails from Optimum (my service provider).  I just contacted Opt",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-08 06:43:25 -0700
1412742,2023-05-08,"THUNDERBIRD EMAIL Windows 7 Pro, Firefox 112.0.2 (64-bit), Thunderbird 102.10.1 (64-bit) First Issue: -Thunderbird email was set up a month ago, imported 20G+ m",🪟;Windows 7;os:win7,👽;other;t:other,🇾;Bellsouth;m:yahooemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-08 07:23:00 -0700
1412744,2023-05-08,"After moving my profile on NAS server new mails get re-downloaded on every launch Hi, I moved one of the profiles to my NAS server that all of the users have ac",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-08 07:27:34 -0700
1412749,2023-05-08,Preferred  sending email address for a contact in address book Over the years I have acquired several email accounts and associated identities. Is there a way t,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-08 08:17:19 -0700
1412751,2023-05-08,Can a thunderbird  local folder be used on more email address? Can a thunderbird  local folder be used on more email address? I have many local folders set up w,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-08 08:24:21 -0700
1412755,2023-05-08,"Find in raw email doesn't find first match I've been trying to track down targets in phishing email. To do that, I open the ""raw"" mode and used find. In the mos",🪟;Windows 11;os:win11,👽;other;t:other,💌;Spectrum;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-05-08 09:17:41 -0700
1412758,2023-05-08,"Email attachments Email attachment icon is small dot with two curved brackets on each side, no paper clip. Clicking on it only offers option to download for off",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;needsinfo;,2023-05-08 09:24:12 -0700
1412761,2023-05-08,Thunderbird not saving Emails in any findable place I've moved Thunderbird several times with no problem transferring saved emails but I am now stymied.  For ye,🪟;Windows 7;os:win7,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-05-08 09:52:42 -0700
1412765,2023-05-08,"Thunderbird Entries to iPhone I am looking for a way where my entries and invites from my work email and calendar, to be viewable when I am out of the office, o",❓;;os:unknown,📅;calendar;t:calendar,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-05-08 10:19:02 -0700
1412769,2023-05-08,Syncing Thunderbird with Gmail How can I delete multiple messages in Thunderbird without deleting them in Gmail ,🪟;windows-11;os:win11,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,desktop;download-and-install_1;needsinfo;windows-11;,2023-05-08 11:31:34 -0700
