id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1416239,2023-06-19,Wayland:  wl_surface@43: error 2: Buffer size is not divisible by scale (2) Since this commmit wlroots starts sending back WL_SURFACE_ERROR_INVALID_SIZE instead,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-18 19:57:29 -0700
1416242,2023-06-19,I can't recieve or send out email even though nothing was changed get my thunderbird email working again please it's over a year now and none of the read sugges,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-18 20:55:10 -0700
1416246,2023-06-19,"Problemi configurazione posta virgilio su Thunderbird Buongiorno, recentemente la posta elettronica di Virgilio e Libero è andata in down per 3 giorni e non mi ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-18 23:24:08 -0700
1416249,2023-06-19,"scaricamento posta da Libero Oggi hanno ripristinato libero mail, ma non riesco a scaricare la posta arrivata tramite thunderbird. Potete aiutarmi? Devo cambiar",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-19 00:54:43 -0700
1416250,2023-06-19,"connessione al server imapmail fuori tempo massimo Buon giorno dopo giorni di blocco della posta di libero, cui è collegato thunerbird, ora che la mail di liber",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-19 00:55:48 -0700
1416252,2023-06-19,"e mails problems Please can you help us,  We have used thunderbird for many years.  It updates automatically. We are sending email out to all different addresse",🪟;windows-10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,desktop;other;windows-10;firefox-1140;firefox-11401;,2023-06-19 01:09:47 -0700
1416253,2023-06-19,Mail folder - Multiple Accounts - Size > 100GB My computer crashed and I had to reinstall Thunderbird. Luckily I had a backup and so did not lose any of my mail,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-19 01:12:37 -0700
1416254,2023-06-19,"Impossibile autenticarsi - Account Libero Buongiorno, nonostante impostazioni e password siano corretti continua a darmi questo errore. Accedendo dal browser in",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-19 01:31:51 -0700
1416255,2023-06-19,libero non funziona sul pc libero non funziona sul pc ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-19 01:41:14 -0700
1416257,2023-06-19,"Why SNap and not Flatpak for the Beta? I guess there may not be an at all satisfying answer to this question, but I want to use and help test the Thunderbird be",🐧;Ubuntu;os:linux,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-19 02:51:55 -0700
