id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1418039,2023-07-11,cannot setup gmail to work in thunderbird hello I am not very sucessful setting up my gmail (imap) in thunderbird - I have enabled imap in my gmail account for ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;gmail;m:gmail,🅰;AVG;av:avast,❓;;uc:unknown,download-and-install_1;,2023-07-10 17:02:32 -0700
1418043,2023-07-11,I migrated my thunderbird profile to a new computer and now all the dates on my emails are wrong I migrated my thunderbird profile to a new computer and now all,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-07-10 18:55:28 -0700
1418044,2023-07-11,"Thunderbird does not use the email address the mail was sent to by default when replying When replying to an email that is sent to my alias address, Thunderbird",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-07-10 18:56:02 -0700
1418045,2023-07-11,"How do I remove a folder from the unified archives? I have a ProtonMail account configured in Thunderbird, and I want to subscribe to all the folders it provide",❓;;os:unknown,👽;other;t:other,📨;ProtonMail;m:protonmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-10 20:20:16 -0700
1418046,2023-07-11,outgoing emails Over the past three days I have not been able to send emails. I have checked the settings and the ISP details for SMTP are correct. I have read ,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-07-10 20:24:01 -0700
1418049,2023-07-11,"How do I disable this unwanted behvavior when using quick filter? I don't know what this message is for, nor do I care.  It bothers me because I have a habit of",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-07-10 20:58:28 -0700
1418055,2023-07-11,thunderbird - gelen kutusu merhaba. kendi gönderdiğim ve karşıdan aldıgım 3 adet mail var fakat bunları gelen dizininde göremiyorum. gelen kutusu hep(3) şeklind,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-10 22:57:51 -0700
1418056,2023-07-11,I dont have a primary password that I can recall Hello I dont have a primary password that I can recall.  I cant access my current emails as the box comes up wi,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-10 23:34:46 -0700
1418058,2023-07-11,"Unable to save draft in Thunderbird Good afternoon There was a problem in Thunderbird, POP3 account - unable to save draft. Drafts are saved locally on my compu",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-07-10 23:47:59 -0700
1418062,2023-07-11,"How to stop notifications from Google ‘Important’ folder? Thunderbird has, for a while now, been giving me multiple notifications for the same message and keeps",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-07-11 00:33:31 -0700
