id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1415649,2023-06-12,"Wrong ""to"" and ""from"" fields in compose window when replying to a forward/alias email SETUP: I check multiple gmail accounts from Thunderbird via IMAP: bills@gm",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-11 20:47:18 -0700
1415652,2023-06-12,Corrupt inbox - I need to get my messages again from my IMAP server My inbox got corrupted and I lost a month of emails. I still have my emails on my IMAP serve,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-11 22:28:50 -0700
1415657,2023-06-12,T/bird not scaling on 4k-display/-monitor [not scaling beyond 2k-resolution] T/bird is not scaling-up on a 4k-display/-monitor [not scaling-up beyond 2k-resolut,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-11 23:28:15 -0700
1415659,2023-06-12,Mail not copying to sent folder I know this question has been asked a hundred different ways over the years but I can't find a current answer or one that works.,🪟;Windows 11;os:win11,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-11 23:32:30 -0700
1415660,2023-06-12,"Gestione filtri, cartella continua a riapparire Buongiorno, uso thunderbird per gestire un profilo di posta elettronica (webmail universitaria). Creai molto tem",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-12 00:49:30 -0700
1415665,2023-06-12,To setup Gmail with thunderbird I am unable to merge my gmail ACC with thunderbird plzz help ,❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-12 01:50:43 -0700
1415666,2023-06-12,Unwanted addressee with full inbox Remove hidden sophieprimaryworld@gmail.com from my outlook account ,❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-12 02:01:49 -0700
1415677,2023-06-12,Why has Thunderbird suddenly started showing oldest emails when I log in? For the last week or so Thunderbird has been showing the oldest messages in my Inbox w,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-12 04:33:43 -0700
1415681,2023-06-12,Diacritics in Draft Email I have a Java program that creates draft messages in Spanish (which uses diacritics) in Gmail.  While the message displays fine in Gma,❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-12 06:25:15 -0700
1415682,2023-06-12,"Stampa e-mail Buongiorno, ho la versione 102.12.0 (32bit). Quando provo a stampare una e-mail il programma si frizza e l'unica possibilità che ho è forzare il t",🪟;win10;os:win10,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-12 06:48:45 -0700
1415683,2023-06-12,"percentuale casella occupata buongiorno, non mi compare piu' in basso a destra la percentuale di spazio ancora libero della casella mail. Come faccio a farlo ""r",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-12 07:04:23 -0700
1415685,2023-06-12,"Email Icons How can I turn off the icons located next to the subject in the email window?  Alternatively, if I cannot turn them off, can I know what they are an",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-12 07:10:06 -0700
1415694,2023-06-12,"cannot anymore activate Caldav calendar on tb 102.12.0 hi, since yesterday, I'm not anymore able to activate my calendar on TB 102.12.0. despite the same config",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-06-12 08:01:44 -0700
1415696,2023-06-12,email cannot send I have changed router to ZYXEL VMG3925-B10C . Old router was old and not cope with  internet speed. however emails worked in and out OK. Since,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-12 08:37:53 -0700
