id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1432074,2023-11-26,"email recovery Hi, reset password in Thunderbird account and went to log back in and can now only access past 14 days of emails. One mail; folder has emails bac",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-11-25 17:03:40 -0800
1432077,2023-11-26,"Email account password displays as long code Hello,  I'm new to Thunderbird and I was checking out the features of the Thunderbird app on my Windows 11 PC. I'd ",🪟;Windows 11;os:win11,🔏;privacy-and-security;t:privacy_and_security,📮;Gmail;m:gmail,🇪; ESET ;av:eset,❓;;uc:unknown,privacy-and-security_1;,2023-11-25 17:41:25 -0800
1432079,2023-11-26,Delete newsgroup settings How do I delete Newsgroup settings? My mail provider has no longer newsgroups. When I try to download mails ... the only thing I get i,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-11-25 18:28:01 -0800
1432084,2023-11-26,"How to place tab bar at top of screen I just got the new ""supernova"" update and now I can't find the stettings to place my tabs bar at the top of the screen. Th",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-11-25 20:43:18 -0800
1432087,2023-11-26,How do i see howmany new mail i have. when i open thinderbird to check my mail i dont see how mush new mail i have. but when i open de mailbox and close it agai,❓;;os:unknown,👽;other;t:other,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-11-25 21:57:51 -0800
1432089,2023-11-26,"Not showing entire article in news feeds Good morning! Previously, when viewing an article in an RSS feed, if I double-clicked the header in the article list, T",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-11-25 22:49:45 -0800
1432101,2023-11-26,Hi. How to completely disable Thunderbird v.102.15.1 auto-update forever? Hi. How to completely disable Thunderbird v.102.15.1 auto-update forever? ,🐧;linux;os:linux,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-11-26 00:54:48 -0800
1432108,2023-11-26,"switching stable to beta lost image loading list hey all when i downloaded and installed Thunderbird beta it imported my account settings fine, but lost the lis",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-11-26 03:14:14 -0800
1432110,2023-11-26,Thunderbird still shows deleted folder Using Thunderbird 115.5.0 on a Mac. I started using Thunderbird around 3 weeks ago. I added several of my accounts. On so,❓;;os:unknown,🔩;customize;t:customize,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,customize;,2023-11-26 04:02:22 -0800
1432114,2023-11-26,"ESET antivirus security detections on specific Thunderbird Gmail emails Hello, Looking for your expertise on this scenario. Would really appreciate any advise. ",🪟;Windows 11;os:win11,👽;other;t:other,📮;Gmail;m:gmail,🇪; ESET ;av:eset,❓;;uc:unknown,other;,2023-11-26 05:25:59 -0800
1432115,2023-11-26,thunderbird headers > normal sender no longer displayed The header below the list of emails and above the body of the selected email no longer shows the sender.,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-11-26 05:35:44 -0800
1432116,2023-11-26,"Junk mail controlsI have set up my junk mail control I have set up my junk mail controls as described in the support literature, and while junk messages reliabl",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-11-26 05:42:29 -0800
1432117,2023-11-26,"Gmail/Thunderbird Long ago when Thunderbird came out, I drop outlook.  Since then I've always used thunderbird for emails.  I called it my one stop shop for all",❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-11-26 06:56:33 -0800
1432122,2023-11-26,Jeg har desværre ikke kunnet sende mails de sidste to dage. - Hvorfor? bold text Jeg har desværre ikke kunnet sende mails fra Tunderbirds siden den 25.11. Jeg h,❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-11-26 08:01:28 -0800
1432123,2023-11-26,"forwarding junk mail from Thunderbird to official govt. reporting site I'm in the UK, I've been forwarding all my junk email to The National Cyber Security Cent",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-11-26 10:06:06 -0800
1432124,2023-11-26,Threading keeps coming back every time I switch it off. I turn off threading in my inbox. It turns itself back on. There is a plentiful supply of discussion her,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-11-26 10:08:11 -0800
1432126,2023-11-26,"Black takbar header The taskbar at the top is Unreadable BLACK,how do I change pls ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-11-26 11:21:47 -0800
1432129,2023-11-26,"Group By Sort breaks sorting by date I switched to Thunderbird 115 Supernova a couple of months ago. All was well for some weeks, but then a weird problem devel",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-11-26 13:48:26 -0800
1432131,2023-11-26,"Stále dotazování na přihlašovací údaje při používání O365 účtu přes POP3, způsob ověřování OAuth Zdravím, prosím o pomoc, máme poštovní účet O365 a v Thunderbir",❓;;os:unknown,🚧;fix-problems;t:fix_problems,💌;O365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-11-26 15:19:50 -0800
