id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1411387,2023-04-21,Some of my emails are going to junk or trash Since I have tried and tried to get Thunderbird email to work right but it won't. I there any way I can have it set,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-20 17:38:12 -0700
1411389,2023-04-21,Email account not showing email account with inbox and unable to write a new email. Trying to setup an existing Comcast email account but the Comcast email acco,❓;;os:unknown,👽;other;t:other,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-20 18:27:02 -0700
1411396,2023-04-21,Have latest version of Linux Mint and can't download a scanner program or its icon on my menu! Surely scanning should be available on the latest Linux Mint vers,🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-20 20:57:46 -0700
1411397,2023-04-21,Thunderbird - Constant pop-up from mailforce I thought I would sign up for a Thunderbird email account - but I didn't realise it was an outside email and did no,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-20 21:36:37 -0700
1411399,2023-04-21,Thunderbird and modern authentication I recently needed to migrate my two hosted email maiboxes (which use a unique domain managed by MelbourneIT) from iiNet to,❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Microsoft365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-20 22:41:51 -0700
1411401,2023-04-21,Gettting email in Thunderbird from my email provider Why am I now getting this problem when my email reaches out to my email provider which is Namesecure.com (t,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-04-20 23:10:47 -0700
1411402,2023-04-21,"Creazione evento a partire da email Buongiorno! Come mai quando si va a creare un evento da una mail ricevuta, si compila il tutto aggiungendo i partecipanti, a",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-21 00:23:18 -0700
1411403,2023-04-21,"Duplicated sent emails Hi, since using office365 as a email server account,  all email sent by thunderbird are duplicated sent folder. How should I avoid that? ",❓;;os:unknown,👽;other;t:other,💌;office365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-21 00:34:49 -0700
1411404,2023-04-21,Local Folders I recently had to do a rebuild of my PC as it got infected. I copied all the files from my Local Folders directory onto an external Hard Drive. I ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-21 00:38:20 -0700
1411406,2023-04-21,icon doesn't show unread messages count when new messages in subfolder icon doesn't show unread messages count when new messages in subfolder. mail.folderpane.s,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-21 00:46:12 -0700
1411407,2023-04-21,Unable to add Thunderbird to startup items in macOS Ventura This is really odd. I'm unable to add Thunderbird to macOS startup items. Any other app gets added n,🍎;Ventura;os:macos,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-21 01:04:46 -0700
1411409,2023-04-21,"What determines whether e-mails are threaded? I'm familair with threading, I know how to turn it on and off etc. I recently moved a number of e-mails out of my ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-04-21 01:23:35 -0700
1411410,2023-04-21,"ldap config LDAP config not working, pls guide me to configure. ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-21 01:34:43 -0700
1411411,2023-04-21,"kopirovani nastaveni uctu a dalsi stroje Mam v kancelari nekolik PC kdy kazda pouziva nekolik spolecnych uctu, k tomu jeste jeden svuj. Ted mi pribyly dalsi 2 u",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-21 01:47:33 -0700
1411421,2023-04-21,Sent email appear in my inbox This is driving me nuts so any help appreciated. I'm using a combination of Gmail and Thunderbird which was downloaded and install,❓;;os:unknown,👽;other;t:other,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-21 05:36:21 -0700
1411427,2023-04-21,Automatically transfer emails to a particular folder. How do I get T'bird to automatically transfer emails from a particular sender to a folder I have created. ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-21 06:56:13 -0700
1411428,2023-04-21,I can't add invitees to my Thunderbird Calendar I am using Thunderbird Lightening Calendar on MacBook Air. First it worked fine but now when I click on INVITE A,❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-21 07:03:13 -0700
1411434,2023-04-21,"Emails displaying wrong time (2) and Windows Auto Time Zone Updater service is disabled Hi, I have the same problem as in this case: https://support.mozilla.org",🪟;Windows 11;os:win11,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-04-21 08:06:52 -0700
1411446,2023-04-21,Storage Folders unexpectedly duplicated I am using fully updfated Ver.102.10 64bit. This unexplained occurence is concerning and being quite frequently repeated,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-21 10:22:06 -0700
1411447,2023-04-21,"All day tasks While it is possible to create all day events, I'm unable to create all day tasks with TB's calendar. The check box for all day is present for the",❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-04-21 10:24:38 -0700
1411450,2023-04-21,"Thunderbird not downloading emails for some accounts Hello, I have some questions about a particular Thunderbird installation. There is this company which uses ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-04-21 10:44:25 -0700
1411452,2023-04-21,"Thunderbird Como importar o conteúdo de um arquivo .pst para o Thunderbird, última versao, sem ter o outlook instalado? ",❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-04-21 10:53:35 -0700
